Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte,data,NUTS_code,NUTS_level,soglia30,sopraSoglia
Emilia-Romagna,3557,6505,402,760,0,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITH5,2,52.894737,◼
Friuli Venezia Giulia,645,1277,78,175,0,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITH4,2,44.571429,◼
Lazio,2763,6421,355,943,193,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITI4,2,37.645811,◼
Liguria,589,1785,65,222,12,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITC3,2,29.279279,
Lombardia,7132,13549,845,1416,114,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITC4,2,59.675141,◼
Marche,804,1360,157,250,16,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITI3,2,62.800000,◼
Molise,87,221,16,39,0,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITF2,2,41.025641,◼
P.A. Bolzano,106,488,31,100,0,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITH1,2,31.000000,◼
P.A. Trento,203,594,45,90,15,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITH2,2,50.000000,◼
Piemonte,3677,5824,357,628,99,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITC1,2,56.847134,◼
Puglia,1762,3718,231,569,80,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITF4,2,40.597540,◼
Sardegna,173,1602,27,208,35,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITG2,2,12.980769,
Sicilia,813,3879,118,834,196,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITG1,2,14.148681,
Toscana,1470,5033,257,618,19,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITI1,2,41.585761,◼
Umbria,375,860,63,139,2,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITI2,2,45.323741,◼
Valle d'Aosta,28,227,5,20,12,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITC2,2,25.000000,
Veneto,1556,6000,256,1000,0,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITH3,2,25.600000,
Abruzzo,615,1495,85,215,0,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITF1,2,39.534884,◼
Basilicata,157,428,15,88,13,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITF5,2,17.045455,
Calabria,340,913,35,152,25,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITF6,2,23.026316,
Campania,1586,4221,181,620,36,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITF3,2,29.193548,
Emilia-Romagna,3515,6515,399,760,0,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITH5,2,52.500000,◼
Friuli Venezia Giulia,650,1277,78,175,0,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITH4,2,44.571429,◼
Lazio,2792,6421,360,943,193,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITI4,2,38.176034,◼
Liguria,605,1785,67,222,12,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITC3,2,30.180180,◼
Lombardia,7111,13610,848,1416,114,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITC4,2,59.887006,◼
Marche,807,1360,152,250,16,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITI3,2,60.800000,◼
Molise,77,221,17,39,0,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITF2,2,43.589744,◼
P.A. Bolzano,108,504,29,100,0,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITH1,2,29.000000,
P.A. Trento,194,594,44,90,15,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITH2,2,48.888889,◼
Piemonte,3759,5824,358,628,99,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITC1,2,57.006369,◼
Puglia,1766,3714,231,569,80,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITF4,2,40.597540,◼
Sardegna,170,1602,30,208,35,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITG2,2,14.423077,
Sicilia,799,3883,121,834,196,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITG1,2,14.508393,
Toscana,1473,5033,257,618,17,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITI1,2,41.585761,◼
Umbria,376,860,57,139,2,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITI2,2,41.007194,◼
Valle d'Aosta,24,227,7,30,6,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITC2,2,23.333333,
Veneto,1548,6000,257,1000,0,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITH3,2,25.700000,
Abruzzo,623,1495,83,215,0,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITF1,2,38.604651,◼
Basilicata,157,428,14,88,13,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITF5,2,15.909091,
Calabria,361,913,37,152,25,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITF6,2,24.342105,
Campania,1594,4221,168,620,36,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITF3,2,27.096774,
Emilia-Romagna,3467,6515,400,760,0,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITH5,2,52.631579,◼
Friuli Venezia Giulia,645,1277,82,175,0,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITH4,2,46.857143,◼
Lazio,2872,6421,364,943,193,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITI4,2,38.600212,◼
Liguria,619,1785,66,222,12,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITC3,2,29.729730,
Lombardia,7124,13623,852,1416,114,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITC4,2,60.169492,◼
Marche,812,1360,148,250,16,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITI3,2,59.200000,◼
Molise,74,221,17,39,0,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITF2,2,43.589744,◼
P.A. Bolzano,94,504,27,100,0,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITH1,2,27.000000,
P.A. Trento,203,594,44,90,15,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITH2,2,48.888889,◼
Piemonte,3767,5824,360,628,99,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITC1,2,57.324841,◼
Puglia,1774,3714,231,569,80,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITF4,2,40.597540,◼
Sardegna,177,1602,32,208,35,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITG2,2,15.384615,
Sicilia,813,3882,127,834,196,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITG1,2,15.227818,
Toscana,1496,5033,264,620,15,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITI1,2,42.580645,◼
Umbria,372,860,57,139,2,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITI2,2,41.007194,◼
Valle d'Aosta,32,227,8,30,6,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITC2,2,26.666667,
Veneto,1545,6000,254,1000,0,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITH3,2,25.400000,
Abruzzo,613,1495,77,215,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITF1,2,35.813953,◼
Basilicata,158,428,13,88,13,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITF5,2,14.772727,
Calabria,377,913,36,152,25,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITF6,2,23.684211,
Campania,1592,4221,165,620,36,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITF3,2,26.612903,
Emilia-Romagna,3442,6515,401,760,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITH5,2,52.763158,◼
Friuli Venezia Giulia,662,1277,84,175,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITH4,2,48.000000,◼
Lazio,2881,6421,370,943,193,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITI4,2,39.236479,◼
Liguria,636,1791,67,222,12,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITC3,2,30.180180,◼
Lombardia,7069,13602,868,1416,114,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITC4,2,61.299435,◼
Marche,806,1360,147,250,16,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITI3,2,58.800000,◼
Molise,73,221,16,39,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITF2,2,41.025641,◼
P.A. Bolzano,94,469,25,100,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITH1,2,25.000000,
P.A. Trento,206,594,45,90,15,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITH2,2,50.000000,◼
Piemonte,3776,5824,369,628,99,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITC1,2,58.757962,◼
Puglia,1800,3739,238,570,80,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITF4,2,41.754386,◼
Sardegna,189,1602,30,208,35,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITG2,2,14.423077,
Sicilia,844,3885,129,834,196,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITG1,2,15.467626,
Toscana,1505,5033,264,620,17,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITI1,2,42.580645,◼
Umbria,365,860,60,139,2,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITI2,2,43.165468,◼
Valle d'Aosta,37,227,8,30,6,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITC2,2,26.666667,
Veneto,1576,6000,267,1000,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITH3,2,26.700000,
Abruzzo,620,1495,78,215,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITF1,2,36.279070,◼
Basilicata,168,428,12,88,13,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITF5,2,13.636364,
Calabria,389,917,36,152,25,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITF6,2,23.684211,
Campania,1601,4223,169,620,36,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITF3,2,27.258065,
Emilia-Romagna,3540,6515,398,760,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITH5,2,52.368421,◼
Friuli Venezia Giulia,680,1277,86,175,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITH4,2,49.142857,◼
Lazio,3013,6421,380,943,193,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITI4,2,40.296925,◼
Liguria,641,1797,72,222,12,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITC3,2,32.432432,◼
Lombardia,6994,13697,870,1416,114,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITC4,2,61.440678,◼
Marche,807,1360,151,250,16,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITI3,2,60.400000,◼
Molise,72,221,15,39,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITF2,2,38.461538,◼
P.A. Bolzano,98,467,23,100,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITH1,2,23.000000,
P.A. Trento,217,594,46,90,15,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITH2,2,51.111111,◼
Piemonte,3837,5824,364,628,99,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITC1,2,57.961783,◼
Puglia,1852,3739,248,570,80,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITF4,2,43.508772,◼
Sardegna,200,1602,31,208,35,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITG2,2,14.903846,
Sicilia,876,3888,133,834,196,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITG1,2,15.947242,
Toscana,1532,5033,262,620,17,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITI1,2,42.258065,◼
Umbria,372,860,60,139,2,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITI2,2,43.165468,◼
Valle d'Aosta,38,227,9,30,6,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITC2,2,30.000000,◼
Veneto,1616,6000,278,1000,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITH3,2,27.800000,
Abruzzo,622,1495,69,215,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITF1,2,32.093023,◼
Basilicata,155,428,13,88,13,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITF5,2,14.772727,
Calabria,383,913,37,152,25,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITF6,2,24.342105,
Campania,1587,4221,163,620,36,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITF3,2,26.290323,
Emilia-Romagna,3486,6515,392,760,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITH5,2,51.578947,◼
Friuli Venezia Giulia,671,1277,80,175,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITH4,2,45.714286,◼
Lazio,3029,6421,379,943,193,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITI4,2,40.190880,◼
Liguria,639,1785,70,222,12,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITC3,2,31.531532,◼
Lombardia,7109,13610,862,1416,114,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITC4,2,60.875706,◼
Marche,807,1360,150,250,16,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITI3,2,60.000000,◼
Molise,66,221,16,39,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITF2,2,41.025641,◼
P.A. Bolzano,99,504,20,100,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITH1,2,20.000000,
P.A. Trento,204,594,48,90,15,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITH2,2,53.333333,◼
Piemonte,3855,5824,369,628,99,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITC1,2,58.757962,◼
Puglia,1863,3714,264,569,80,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITF4,2,46.397188,◼
Sardegna,210,1602,33,208,35,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITG2,2,15.865385,
Sicilia,876,3883,133,834,196,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITG1,2,15.947242,
Toscana,1542,5033,265,618,17,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITI1,2,42.880259,◼
Umbria,354,860,60,139,2,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITI2,2,43.165468,◼
Valle d'Aosta,45,227,8,30,6,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITC2,2,26.666667,
Veneto,1629,6000,285,1000,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITH3,2,28.500000,
Abruzzo,607,1495,68,215,0,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITF1,2,31.627907,◼
Basilicata,170,440,14,88,13,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITF5,2,15.909091,
Calabria,389,919,36,152,25,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITF6,2,23.684211,
Campania,1587,4370,160,620,36,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITF3,2,25.806452,
Emilia-Romagna,3427,6515,390,760,0,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITH5,2,51.315789,◼
Friuli Venezia Giulia,664,1277,82,175,0,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITH4,2,46.857143,◼
Lazio,3044,6421,371,943,193,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITI4,2,39.342524,◼
Liguria,642,1801,68,226,12,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITC3,2,30.088496,◼
Lombardia,7033,13692,863,1416,114,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITC4,2,60.946328,◼
Marche,803,1356,146,250,16,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITI3,2,58.400000,◼
Molise,63,221,16,39,0,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITF2,2,41.025641,◼
P.A. Bolzano,90,461,20,100,0,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITH1,2,20.000000,
P.A. Trento,201,594,51,90,15,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITH2,2,56.666667,◼
Piemonte,3873,5824,376,628,99,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITC1,2,59.872611,◼
Puglia,1840,3754,260,580,80,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITF4,2,44.827586,◼
Sardegna,222,1602,34,208,35,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITG2,2,16.346154,
Sicilia,891,3891,140,834,196,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITG1,2,16.786571,
Toscana,1560,5033,265,622,17,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITI1,2,42.604502,◼
Umbria,349,860,60,139,2,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITI2,2,43.165468,◼
Valle d'Aosta,49,227,8,30,6,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITC2,2,26.666667,
Veneto,1676,6000,282,1000,0,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITH3,2,28.200000,
Abruzzo,577,1495,69,215,0,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITF1,2,32.093023,◼
Basilicata,178,440,12,88,13,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITF5,2,13.636364,
Calabria,406,932,36,152,25,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITF6,2,23.684211,
Campania,1558,4341,155,620,36,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITF3,2,25.000000,
Emilia-Romagna,3299,6515,371,760,0,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITH5,2,48.815789,◼
Friuli Venezia Giulia,634,1277,81,175,0,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITH4,2,46.285714,◼
Lazio,3068,6421,376,943,193,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITI4,2,39.872747,◼
Liguria,650,1841,72,226,12,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITC3,2,31.858407,◼
Lombardia,6703,13720,857,1416,114,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITC4,2,60.522599,◼
Marche,793,1376,142,250,16,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITI3,2,56.800000,◼
Molise,57,221,16,39,0,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITF2,2,41.025641,◼
P.A. Bolzano,72,455,18,100,0,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITH1,2,18.000000,
P.A. Trento,189,594,51,90,15,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITH2,2,56.666667,◼
Piemonte,3864,5824,378,628,99,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITC1,2,60.191083,◼
Puglia,1879,3762,263,580,80,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITF4,2,45.344828,◼
Sardegna,244,1602,35,208,35,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITG2,2,16.826923,
Sicilia,898,3894,150,834,196,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITG1,2,17.985612,
Toscana,1587,5033,274,625,15,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITI1,2,43.840000,◼
Umbria,326,841,54,139,2,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITI2,2,38.848921,◼
Valle d'Aosta,56,227,10,30,6,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITC2,2,33.333333,◼
Veneto,1666,6000,284,1000,0,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITH3,2,28.400000,
Abruzzo,573,1495,71,215,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITF1,2,33.023256,◼
Basilicata,175,442,12,88,13,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITF5,2,13.636364,
Calabria,420,932,38,152,25,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITF6,2,25.000000,
Campania,1567,4350,152,620,36,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITF3,2,24.516129,
Emilia-Romagna,3181,6515,366,760,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITH5,2,48.157895,◼
Friuli Venezia Giulia,596,1277,78,175,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITH4,2,44.571429,◼
Lazio,3077,6421,392,943,193,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITI4,2,41.569459,◼
Liguria,652,1841,78,226,12,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITC3,2,34.513274,◼
Lombardia,6660,13693,862,1416,114,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITC4,2,60.875706,◼
Marche,785,1386,140,250,16,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITI3,2,56.000000,◼
Molise,55,221,14,39,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITF2,2,35.897436,◼
P.A. Bolzano,69,478,16,100,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITH1,2,16.000000,
P.A. Trento,179,594,51,90,15,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITH2,2,56.666667,◼
Piemonte,3819,5824,369,628,99,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITC1,2,58.757962,◼
Puglia,1897,3762,256,580,80,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITF4,2,44.137931,◼
Sardegna,255,1602,38,208,35,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITG2,2,18.269231,
Sicilia,902,3893,152,834,196,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITG1,2,18.225420,
Toscana,1603,5033,278,626,18,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITI1,2,44.408946,◼
Umbria,317,844,53,132,2,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITI2,2,40.151515,◼
Valle d'Aosta,55,227,12,30,6,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITC2,2,40.000000,◼
