Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte,data,NUTS_code,NUTS_level,soglia40,sopraSoglia
Friuli Venezia Giulia,650,1277,78,175,0,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITH4,2,50.900548,◼
Lazio,2792,6421,360,943,193,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITI4,2,43.482324,◼
Liguria,605,1785,67,222,12,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITC3,2,33.893557,
Lombardia,7111,13610,848,1416,114,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITC4,2,52.248347,◼
Marche,807,1360,152,250,16,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITI3,2,59.338235,◼
Molise,77,221,17,39,0,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITF2,2,34.841629,
P.A. Bolzano,108,504,29,100,0,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITH1,2,21.428571,
P.A. Trento,194,594,44,90,15,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITH2,2,32.659933,
Piemonte,3759,5824,358,628,99,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITC1,2,64.543269,◼
Puglia,1766,3714,231,569,80,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITF4,2,47.549812,◼
Sardegna,170,1602,30,208,35,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITG2,2,10.611735,
Sicilia,799,3883,121,834,196,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITG1,2,20.576874,
Toscana,1473,5033,257,618,17,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITI1,2,29.266839,
Umbria,376,860,57,139,2,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITI2,2,43.720930,◼
Valle d'Aosta,24,227,7,30,6,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITC2,2,10.572687,
Veneto,1548,6000,257,1000,0,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16,2021-03-26,ITH3,2,25.800000,
Abruzzo,623,1495,83,215,0,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITF1,2,41.672241,◼
Basilicata,157,428,14,88,13,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITF5,2,36.682243,
Calabria,361,913,37,152,25,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITF6,2,39.539978,
Campania,1594,4221,168,620,36,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITF3,2,37.763563,
Emilia-Romagna,3467,6515,400,760,0,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITH5,2,53.215656,◼
Friuli Venezia Giulia,645,1277,82,175,0,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITH4,2,50.509005,◼
Lazio,2872,6421,364,943,193,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITI4,2,44.728235,◼
Liguria,619,1785,66,222,12,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITC3,2,34.677871,
Lombardia,7124,13623,852,1416,114,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITC4,2,52.293915,◼
Marche,812,1360,148,250,16,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITI3,2,59.705882,◼
Molise,74,221,17,39,0,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITF2,2,33.484163,
P.A. Bolzano,94,504,27,100,0,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITH1,2,18.650794,
P.A. Trento,203,594,44,90,15,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITH2,2,34.175084,
Piemonte,3767,5824,360,628,99,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITC1,2,64.680632,◼
Puglia,1774,3714,231,569,80,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITF4,2,47.765213,◼
Sardegna,177,1602,32,208,35,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITG2,2,11.048689,
Sicilia,813,3882,127,834,196,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITG1,2,20.942813,
Toscana,1496,5033,264,620,15,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITI1,2,29.723823,
Umbria,372,860,57,139,2,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITI2,2,43.255814,◼
Valle d'Aosta,32,227,8,30,6,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITC2,2,14.096916,
Veneto,1545,6000,254,1000,0,Dati della Protezione Civile del 27 Marzo 2021 ore 18:15,2021-03-27,ITH3,2,25.750000,
Abruzzo,613,1495,77,215,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITF1,2,41.003344,◼
Basilicata,158,428,13,88,13,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITF5,2,36.915888,
Calabria,377,913,36,152,25,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITF6,2,41.292442,◼
Campania,1592,4221,165,620,36,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITF3,2,37.716181,
Emilia-Romagna,3442,6515,401,760,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITH5,2,52.831926,◼
Friuli Venezia Giulia,662,1277,84,175,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITH4,2,51.840251,◼
Lazio,2881,6421,370,943,193,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITI4,2,44.868401,◼
Liguria,636,1791,67,222,12,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITC3,2,35.510888,
Lombardia,7069,13602,868,1416,114,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITC4,2,51.970298,◼
Marche,806,1360,147,250,16,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITI3,2,59.264706,◼
Molise,73,221,16,39,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITF2,2,33.031674,
P.A. Bolzano,94,469,25,100,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITH1,2,20.042644,
P.A. Trento,206,594,45,90,15,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITH2,2,34.680135,
Piemonte,3776,5824,369,628,99,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITC1,2,64.835165,◼
Puglia,1800,3739,238,570,80,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITF4,2,48.141214,◼
Sardegna,189,1602,30,208,35,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITG2,2,11.797753,
Sicilia,844,3885,129,834,196,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITG1,2,21.724582,
Toscana,1505,5033,264,620,17,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITI1,2,29.902643,
Umbria,365,860,60,139,2,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITI2,2,42.441860,◼
Valle d'Aosta,37,227,8,30,6,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITC2,2,16.299559,
Veneto,1576,6000,267,1000,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37,2021-03-28,ITH3,2,26.266667,
Abruzzo,620,1495,78,215,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITF1,2,41.471572,◼
Basilicata,168,428,12,88,13,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITF5,2,39.252336,
Calabria,389,917,36,152,25,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITF6,2,42.420938,◼
Campania,1601,4223,169,620,36,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITF3,2,37.911437,
Emilia-Romagna,3540,6515,398,760,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITH5,2,54.336147,◼
Friuli Venezia Giulia,680,1277,86,175,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITH4,2,53.249804,◼
Lazio,3013,6421,380,943,193,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITI4,2,46.924155,◼
Liguria,641,1797,72,222,12,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITC3,2,35.670562,
Lombardia,6994,13697,870,1416,114,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITC4,2,51.062276,◼
Marche,807,1360,151,250,16,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITI3,2,59.338235,◼
Molise,72,221,15,39,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITF2,2,32.579186,
P.A. Bolzano,98,467,23,100,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITH1,2,20.985011,
P.A. Trento,217,594,46,90,15,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITH2,2,36.531987,
Piemonte,3837,5824,364,628,99,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITC1,2,65.882555,◼
Puglia,1852,3739,248,570,80,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITF4,2,49.531960,◼
Sardegna,200,1602,31,208,35,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITG2,2,12.484395,
Sicilia,876,3888,133,834,196,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITG1,2,22.530864,
Toscana,1532,5033,262,620,17,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITI1,2,30.439102,
Umbria,372,860,60,139,2,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITI2,2,43.255814,◼
Valle d'Aosta,38,227,9,30,6,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITC2,2,16.740088,
Veneto,1616,6000,278,1000,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28,2021-03-29,ITH3,2,26.933333,
Abruzzo,622,1495,69,215,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITF1,2,41.605351,◼
Basilicata,155,428,13,88,13,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITF5,2,36.214953,
Calabria,383,913,37,152,25,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITF6,2,41.949617,◼
Campania,1587,4221,163,620,36,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITF3,2,37.597726,
Emilia-Romagna,3486,6515,392,760,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITH5,2,53.507291,◼
Friuli Venezia Giulia,671,1277,80,175,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITH4,2,52.545027,◼
Lazio,3029,6421,379,943,193,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITI4,2,47.173337,◼
Liguria,639,1785,70,222,12,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITC3,2,35.798319,
Lombardia,7109,13610,862,1416,114,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITC4,2,52.233652,◼
Marche,807,1360,150,250,16,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITI3,2,59.338235,◼
Molise,66,221,16,39,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITF2,2,29.864253,
P.A. Bolzano,99,504,20,100,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITH1,2,19.642857,
P.A. Trento,204,594,48,90,15,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITH2,2,34.343434,
Piemonte,3855,5824,369,628,99,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITC1,2,66.191621,◼
Puglia,1863,3714,264,569,80,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITF4,2,50.161551,◼
Sardegna,210,1602,33,208,35,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITG2,2,13.108614,
Sicilia,876,3883,133,834,196,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITG1,2,22.559876,
Toscana,1542,5033,265,618,17,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITI1,2,30.637791,
Umbria,354,860,60,139,2,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITI2,2,41.162791,◼
Valle d'Aosta,45,227,8,30,6,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITC2,2,19.823789,
Veneto,1629,6000,285,1000,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42,2021-03-30,ITH3,2,27.150000,
Abruzzo,607,1495,68,215,0,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITF1,2,40.602007,◼
Basilicata,170,440,14,88,13,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITF5,2,38.636364,
Calabria,389,919,36,152,25,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITF6,2,42.328618,◼
Campania,1587,4370,160,620,36,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITF3,2,36.315789,
Emilia-Romagna,3427,6515,390,760,0,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITH5,2,52.601688,◼
Friuli Venezia Giulia,664,1277,82,175,0,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITH4,2,51.996868,◼
Lazio,3044,6421,371,943,193,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITI4,2,47.406946,◼
Liguria,642,1801,68,226,12,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITC3,2,35.646863,
Lombardia,7033,13692,863,1416,114,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITC4,2,51.365761,◼
Marche,803,1356,146,250,16,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITI3,2,59.218289,◼
Molise,63,221,16,39,0,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITF2,2,28.506787,
P.A. Bolzano,90,461,20,100,0,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITH1,2,19.522777,
P.A. Trento,201,594,51,90,15,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITH2,2,33.838384,
Piemonte,3873,5824,376,628,99,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITC1,2,66.500687,◼
Puglia,1840,3754,260,580,80,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITF4,2,49.014385,◼
Sardegna,222,1602,34,208,35,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITG2,2,13.857678,
Sicilia,891,3891,140,834,196,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITG1,2,22.898998,
Toscana,1560,5033,265,622,17,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITI1,2,30.995430,
Umbria,349,860,60,139,2,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITI2,2,40.581395,◼
Valle d'Aosta,49,227,8,30,6,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITC2,2,21.585903,
Veneto,1676,6000,282,1000,0,Dati della Protezione Civile del 31 Marzo 2021 ore 19:46,2021-03-31,ITH3,2,27.933333,
Abruzzo,577,1495,69,215,0,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITF1,2,38.595318,
Basilicata,178,440,12,88,13,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITF5,2,40.454545,◼
Calabria,406,932,36,152,25,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITF6,2,43.562232,◼
Campania,1558,4341,155,620,36,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITF3,2,35.890348,
Emilia-Romagna,3299,6515,371,760,0,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITH5,2,50.636992,◼
Friuli Venezia Giulia,634,1277,81,175,0,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITH4,2,49.647612,◼
Lazio,3068,6421,376,943,193,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITI4,2,47.780720,◼
Liguria,650,1841,72,226,12,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITC3,2,35.306898,
Lombardia,6703,13720,857,1416,114,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITC4,2,48.855685,◼
Marche,793,1376,142,250,16,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITI3,2,57.630814,◼
Molise,57,221,16,39,0,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITF2,2,25.791855,
P.A. Bolzano,72,455,18,100,0,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITH1,2,15.824176,
P.A. Trento,189,594,51,90,15,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITH2,2,31.818182,
Piemonte,3864,5824,378,628,99,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITC1,2,66.346154,◼
Puglia,1879,3762,263,580,80,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITF4,2,49.946837,◼
Sardegna,244,1602,35,208,35,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITG2,2,15.230961,
Sicilia,898,3894,150,834,196,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITG1,2,23.061120,
Toscana,1587,5033,274,625,15,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITI1,2,31.531890,
Umbria,326,841,54,139,2,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITI2,2,38.763377,
Valle d'Aosta,56,227,10,30,6,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITC2,2,24.669604,
Veneto,1666,6000,284,1000,0,Dati della Protezione Civile del 02 Aprile 2021 ore 20:20,2021-04-02,ITH3,2,27.766667,
Abruzzo,573,1495,71,215,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITF1,2,38.327759,
Basilicata,175,442,12,88,13,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITF5,2,39.592760,
Calabria,420,932,38,152,25,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITF6,2,45.064378,◼
Campania,1567,4350,152,620,36,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITF3,2,36.022989,
Emilia-Romagna,3181,6515,366,760,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITH5,2,48.825787,◼
Friuli Venezia Giulia,596,1277,78,175,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITH4,2,46.671887,◼
Lazio,3077,6421,392,943,193,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITI4,2,47.920885,◼
Liguria,652,1841,78,226,12,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITC3,2,35.415535,
Lombardia,6660,13693,862,1416,114,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITC4,2,48.637990,◼
Marche,785,1386,140,250,16,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITI3,2,56.637807,◼
Molise,55,221,14,39,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITF2,2,24.886878,
P.A. Bolzano,69,478,16,100,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITH1,2,14.435146,
P.A. Trento,179,594,51,90,15,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITH2,2,30.134680,
Piemonte,3819,5824,369,628,99,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITC1,2,65.573489,◼
Puglia,1897,3762,256,580,80,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITF4,2,50.425306,◼
Sardegna,255,1602,38,208,35,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITG2,2,15.917603,
Sicilia,902,3893,152,834,196,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITG1,2,23.169792,
Toscana,1603,5033,278,626,18,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITI1,2,31.849791,
Umbria,317,844,53,132,2,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITI2,2,37.559242,
Valle d'Aosta,55,227,12,30,6,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITC2,2,24.229075,
Veneto,1652,6000,286,1000,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35,2021-04-03,ITH3,2,27.533333,
Abruzzo,585,1495,69,215,0,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITF1,2,39.130435,
Basilicata,173,442,12,88,13,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITF5,2,39.140271,
Calabria,429,932,37,152,25,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITF6,2,46.030043,◼
Campania,1509,4292,153,620,36,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITF3,2,35.158434,
Emilia-Romagna,3117,6515,360,760,0,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITH5,2,47.843438,◼
Friuli Venezia Giulia,582,1277,82,175,0,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITH4,2,45.575568,◼
Lazio,3071,6421,391,943,193,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITI4,2,47.827441,◼
Liguria,680,1841,76,226,12,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITC3,2,36.936448,
Lombardia,6622,13684,864,1416,114,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITC4,2,48.392283,◼
Marche,744,1386,142,250,16,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITI3,2,53.679654,◼
Molise,49,221,15,39,0,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITF2,2,22.171946,
P.A. Bolzano,76,478,16,100,0,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITH1,2,15.899582,
P.A. Trento,183,594,51,90,15,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITH2,2,30.808081,
Piemonte,3837,5824,370,628,99,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITC1,2,65.882555,◼
Puglia,1896,3762,252,586,80,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITF4,2,50.398724,◼
Sardegna,257,1602,41,208,35,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITG2,2,16.042447,
Sicilia,974,3893,153,834,196,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITG1,2,25.019265,
Toscana,1614,5033,274,629,16,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITI1,2,32.068349,
Umbria,302,844,50,132,2,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITI2,2,35.781991,
Valle d'Aosta,52,227,13,30,6,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITC2,2,22.907489,
Veneto,1680,6000,282,1000,0,Dati della Protezione Civile del 04 Aprile 2021 ore 19:20,2021-04-04,ITH3,2,28.000000,
Abruzzo,596,1495,70,215,0,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13,2021-04-05,ITF1,2,39.866221,
