codice_regione,data,codice_nuts_2,denominazione_regione,soglia250
10,2020-12-09T17:00:00,ITI2,Umbria,138
02,2020-12-09T17:00:00,ITC2,Valle d'Aosta,165
05,2020-12-09T17:00:00,ITH3,Veneto,460
13,2020-12-10T17:00:00,ITF1,Abruzzo,155
17,2020-12-10T17:00:00,ITF5,Basilicata,108
18,2020-12-10T17:00:00,ITF6,Calabria,85
15,2020-12-10T17:00:00,ITF3,Campania,165
08,2020-12-10T17:00:00,ITH5,Emilia-Romagna,268
06,2020-12-10T17:00:00,ITH4,Friuli Venezia Giulia,400
12,2020-12-10T17:00:00,ITI4,Lazio,189
07,2020-12-10T17:00:00,ITC3,Liguria,124
03,2020-12-10T17:00:00,ITC4,Lombardia,166
11,2020-12-10T17:00:00,ITI3,Marche,155
14,2020-12-10T17:00:00,ITF2,Molise,165
21,2020-12-10T17:00:00,ITH1,P.A. Bolzano,283
22,2020-12-10T17:00:00,ITH2,P.A. Trento,259
01,2020-12-10T17:00:00,ITC1,Piemonte,199
16,2020-12-10T17:00:00,ITF4,Puglia,234
20,2020-12-10T17:00:00,ITG2,Sardegna,149
19,2020-12-10T17:00:00,ITG1,Sicilia,154
09,2020-12-10T17:00:00,ITI1,Toscana,126
10,2020-12-10T17:00:00,ITI2,Umbria,126
02,2020-12-10T17:00:00,ITC2,Valle d'Aosta,146
05,2020-12-10T17:00:00,ITH3,Veneto,473
13,2020-12-11T17:00:00,ITF1,Abruzzo,144
17,2020-12-11T17:00:00,ITF5,Basilicata,102
18,2020-12-11T17:00:00,ITF6,Calabria,76
15,2020-12-11T17:00:00,ITF3,Campania,160
08,2020-12-11T17:00:00,ITH5,Emilia-Romagna,247
06,2020-12-11T17:00:00,ITH4,Friuli Venezia Giulia,383
12,2020-12-11T17:00:00,ITI4,Lazio,179
07,2020-12-11T17:00:00,ITC3,Liguria,122
03,2020-12-11T17:00:00,ITC4,Lombardia,150
11,2020-12-11T17:00:00,ITI3,Marche,154
14,2020-12-11T17:00:00,ITF2,Molise,130
21,2020-12-11T17:00:00,ITH1,P.A. Bolzano,277
22,2020-12-11T17:00:00,ITH2,P.A. Trento,241
01,2020-12-11T17:00:00,ITC1,Piemonte,186
16,2020-12-11T17:00:00,ITF4,Puglia,244
20,2020-12-11T17:00:00,ITG2,Sardegna,127
19,2020-12-11T17:00:00,ITG1,Sicilia,146
09,2020-12-11T17:00:00,ITI1,Toscana,114
10,2020-12-11T17:00:00,ITI2,Umbria,132
02,2020-12-11T17:00:00,ITC2,Valle d'Aosta,133
05,2020-12-11T17:00:00,ITH3,Veneto,477
13,2020-12-12T17:00:00,ITF1,Abruzzo,136
17,2020-12-12T17:00:00,ITF5,Basilicata,93
18,2020-12-12T17:00:00,ITF6,Calabria,72
15,2020-12-12T17:00:00,ITF3,Campania,158
08,2020-12-12T17:00:00,ITH5,Emilia-Romagna,243
06,2020-12-12T17:00:00,ITH4,Friuli Venezia Giulia,394
12,2020-12-12T17:00:00,ITI4,Lazio,169
07,2020-12-12T17:00:00,ITC3,Liguria,119
03,2020-12-12T17:00:00,ITC4,Lombardia,146
11,2020-12-12T17:00:00,ITI3,Marche,156
14,2020-12-12T17:00:00,ITF2,Molise,104
21,2020-12-12T17:00:00,ITH1,P.A. Bolzano,274
22,2020-12-12T17:00:00,ITH2,P.A. Trento,240
01,2020-12-12T17:00:00,ITC1,Piemonte,186
16,2020-12-12T17:00:00,ITF4,Puglia,234
20,2020-12-12T17:00:00,ITG2,Sardegna,109
19,2020-12-12T17:00:00,ITG1,Sicilia,142
09,2020-12-12T17:00:00,ITI1,Toscana,109
10,2020-12-12T17:00:00,ITI2,Umbria,130
02,2020-12-12T17:00:00,ITC2,Valle d'Aosta,116
05,2020-12-12T17:00:00,ITH3,Veneto,507
13,2020-12-13T17:00:00,ITF1,Abruzzo,140
17,2020-12-13T17:00:00,ITF5,Basilicata,88
18,2020-12-13T17:00:00,ITF6,Calabria,66
15,2020-12-13T17:00:00,ITF3,Campania,152
08,2020-12-13T17:00:00,ITH5,Emilia-Romagna,247
06,2020-12-13T17:00:00,ITH4,Friuli Venezia Giulia,383
12,2020-12-13T17:00:00,ITI4,Lazio,164
07,2020-12-13T17:00:00,ITC3,Liguria,121
03,2020-12-13T17:00:00,ITC4,Lombardia,145
11,2020-12-13T17:00:00,ITI3,Marche,159
14,2020-12-13T17:00:00,ITF2,Molise,131
21,2020-12-13T17:00:00,ITH1,P.A. Bolzano,275
22,2020-12-13T17:00:00,ITH2,P.A. Trento,230
01,2020-12-13T17:00:00,ITC1,Piemonte,180
16,2020-12-13T17:00:00,ITF4,Puglia,218
20,2020-12-13T17:00:00,ITG2,Sardegna,130
19,2020-12-13T17:00:00,ITG1,Sicilia,137
09,2020-12-13T17:00:00,ITI1,Toscana,107
10,2020-12-13T17:00:00,ITI2,Umbria,120
02,2020-12-13T17:00:00,ITC2,Valle d'Aosta,116
05,2020-12-13T17:00:00,ITH3,Veneto,520
13,2020-12-14T17:00:00,ITF1,Abruzzo,145
17,2020-12-14T17:00:00,ITF5,Basilicata,80
18,2020-12-14T17:00:00,ITF6,Calabria,66
15,2020-12-14T17:00:00,ITF3,Campania,152
08,2020-12-14T17:00:00,ITH5,Emilia-Romagna,239
06,2020-12-14T17:00:00,ITH4,Friuli Venezia Giulia,387
12,2020-12-14T17:00:00,ITI4,Lazio,163
07,2020-12-14T17:00:00,ITC3,Liguria,127
03,2020-12-14T17:00:00,ITC4,Lombardia,139
11,2020-12-14T17:00:00,ITI3,Marche,161
14,2020-12-14T17:00:00,ITF2,Molise,127
21,2020-12-14T17:00:00,ITH1,P.A. Bolzano,258
22,2020-12-14T17:00:00,ITH2,P.A. Trento,220
01,2020-12-14T17:00:00,ITC1,Piemonte,171
16,2020-12-14T17:00:00,ITF4,Puglia,210
20,2020-12-14T17:00:00,ITG2,Sardegna,121
19,2020-12-14T17:00:00,ITG1,Sicilia,137
09,2020-12-14T17:00:00,ITI1,Toscana,103
10,2020-12-14T17:00:00,ITI2,Umbria,118
02,2020-12-14T17:00:00,ITC2,Valle d'Aosta,110
05,2020-12-14T17:00:00,ITH3,Veneto,526
13,2020-12-15T17:00:00,ITF1,Abruzzo,129
17,2020-12-15T17:00:00,ITF5,Basilicata,81
18,2020-12-15T17:00:00,ITF6,Calabria,67
15,2020-12-15T17:00:00,ITF3,Campania,145
08,2020-12-15T17:00:00,ITH5,Emilia-Romagna,231
06,2020-12-15T17:00:00,ITH4,Friuli Venezia Giulia,401
12,2020-12-15T17:00:00,ITI4,Lazio,157
07,2020-12-15T17:00:00,ITC3,Liguria,123
03,2020-12-15T17:00:00,ITC4,Lombardia,146
11,2020-12-15T17:00:00,ITI3,Marche,157
14,2020-12-15T17:00:00,ITF2,Molise,125
21,2020-12-15T17:00:00,ITH1,P.A. Bolzano,260
22,2020-12-15T17:00:00,ITH2,P.A. Trento,262
01,2020-12-15T17:00:00,ITC1,Piemonte,174
16,2020-12-15T17:00:00,ITF4,Puglia,212
20,2020-12-15T17:00:00,ITG2,Sardegna,122
19,2020-12-15T17:00:00,ITG1,Sicilia,136
09,2020-12-15T17:00:00,ITI1,Toscana,100
10,2020-12-15T17:00:00,ITI2,Umbria,123
02,2020-12-15T17:00:00,ITC2,Valle d'Aosta,111
05,2020-12-15T17:00:00,ITH3,Veneto,530
13,2020-12-16T17:00:00,ITF1,Abruzzo,128
17,2020-12-16T17:00:00,ITF5,Basilicata,92
18,2020-12-16T17:00:00,ITF6,Calabria,70
15,2020-12-16T17:00:00,ITF3,Campania,137
08,2020-12-16T17:00:00,ITH5,Emilia-Romagna,234
06,2020-12-16T17:00:00,ITH4,Friuli Venezia Giulia,413
12,2020-12-16T17:00:00,ITI4,Lazio,155
07,2020-12-16T17:00:00,ITC3,Liguria,128
03,2020-12-16T17:00:00,ITC4,Lombardia,164
11,2020-12-16T17:00:00,ITI3,Marche,173
14,2020-12-16T17:00:00,ITF2,Molise,129
21,2020-12-16T17:00:00,ITH1,P.A. Bolzano,270
22,2020-12-16T17:00:00,ITH2,P.A. Trento,273
01,2020-12-16T17:00:00,ITC1,Piemonte,182
16,2020-12-16T17:00:00,ITF4,Puglia,224
20,2020-12-16T17:00:00,ITG2,Sardegna,131
19,2020-12-16T17:00:00,ITG1,Sicilia,143
09,2020-12-16T17:00:00,ITI1,Toscana,100
10,2020-12-16T17:00:00,ITI2,Umbria,133
02,2020-12-16T17:00:00,ITC2,Valle d'Aosta,128
05,2020-12-16T17:00:00,ITH3,Veneto,558
13,2020-12-17T17:00:00,ITF1,Abruzzo,130
17,2020-12-17T17:00:00,ITF5,Basilicata,114
18,2020-12-17T17:00:00,ITF6,Calabria,69
15,2020-12-17T17:00:00,ITF3,Campania,132
08,2020-12-17T17:00:00,ITH5,Emilia-Romagna,239
06,2020-12-17T17:00:00,ITH4,Friuli Venezia Giulia,416
12,2020-12-17T17:00:00,ITI4,Lazio,157
07,2020-12-17T17:00:00,ITC3,Liguria,134
03,2020-12-17T17:00:00,ITC4,Lombardia,170
11,2020-12-17T17:00:00,ITI3,Marche,183
14,2020-12-17T17:00:00,ITF2,Molise,144
21,2020-12-17T17:00:00,ITH1,P.A. Bolzano,278
22,2020-12-17T17:00:00,ITH2,P.A. Trento,318
01,2020-12-17T17:00:00,ITC1,Piemonte,180
16,2020-12-17T17:00:00,ITF4,Puglia,218
20,2020-12-17T17:00:00,ITG2,Sardegna,132
19,2020-12-17T17:00:00,ITG1,Sicilia,139
09,2020-12-17T17:00:00,ITI1,Toscana,103
10,2020-12-17T17:00:00,ITI2,Umbria,132
02,2020-12-17T17:00:00,ITC2,Valle d'Aosta,129
05,2020-12-17T17:00:00,ITH3,Veneto,562
13,2020-12-18T17:00:00,ITF1,Abruzzo,127
17,2020-12-18T17:00:00,ITF5,Basilicata,108
18,2020-12-18T17:00:00,ITF6,Calabria,73
15,2020-12-18T17:00:00,ITF3,Campania,129
08,2020-12-18T17:00:00,ITH5,Emilia-Romagna,251
06,2020-12-18T17:00:00,ITH4,Friuli Venezia Giulia,408
12,2020-12-18T17:00:00,ITI4,Lazio,161
07,2020-12-18T17:00:00,ITC3,Liguria,131
03,2020-12-18T17:00:00,ITC4,Lombardia,168
11,2020-12-18T17:00:00,ITI3,Marche,176
14,2020-12-18T17:00:00,ITF2,Molise,144
21,2020-12-18T17:00:00,ITH1,P.A. Bolzano,262
22,2020-12-18T17:00:00,ITH2,P.A. Trento,335
01,2020-12-18T17:00:00,ITC1,Piemonte,172
16,2020-12-18T17:00:00,ITF4,Puglia,205
20,2020-12-18T17:00:00,ITG2,Sardegna,138
19,2020-12-18T17:00:00,ITG1,Sicilia,133
09,2020-12-18T17:00:00,ITI1,Toscana,99
10,2020-12-18T17:00:00,ITI2,Umbria,124
02,2020-12-18T17:00:00,ITC2,Valle d'Aosta,139
05,2020-12-18T17:00:00,ITH3,Veneto,569
13,2020-12-19T17:00:00,ITF1,Abruzzo,118
17,2020-12-19T17:00:00,ITF5,Basilicata,105
18,2020-12-19T17:00:00,ITF6,Calabria,72
15,2020-12-19T17:00:00,ITF3,Campania,121
08,2020-12-19T17:00:00,ITH5,Emilia-Romagna,247
06,2020-12-19T17:00:00,ITH4,Friuli Venezia Giulia,416
12,2020-12-19T17:00:00,ITI4,Lazio,164
07,2020-12-19T17:00:00,ITC3,Liguria,131
03,2020-12-19T17:00:00,ITC4,Lombardia,161
11,2020-12-19T17:00:00,ITI3,Marche,171
14,2020-12-19T17:00:00,ITF2,Molise,136
21,2020-12-19T17:00:00,ITH1,P.A. Bolzano,252
22,2020-12-19T17:00:00,ITH2,P.A. Trento,328
01,2020-12-19T17:00:00,ITC1,Piemonte,153
16,2020-12-19T17:00:00,ITF4,Puglia,203
20,2020-12-19T17:00:00,ITG2,Sardegna,151
19,2020-12-19T17:00:00,ITG1,Sicilia,130
09,2020-12-19T17:00:00,ITI1,Toscana,98
10,2020-12-19T17:00:00,ITI2,Umbria,124
02,2020-12-19T17:00:00,ITC2,Valle d'Aosta,138
05,2020-12-19T17:00:00,ITH3,Veneto,543
13,2020-12-20T17:00:00,ITF1,Abruzzo,108
17,2020-12-20T17:00:00,ITF5,Basilicata,109
18,2020-12-20T17:00:00,ITF6,Calabria,72
15,2020-12-20T17:00:00,ITF3,Campania,116
08,2020-12-20T17:00:00,ITH5,Emilia-Romagna,243
06,2020-12-20T17:00:00,ITH4,Friuli Venezia Giulia,423
12,2020-12-20T17:00:00,ITI4,Lazio,162
07,2020-12-20T17:00:00,ITC3,Liguria,128
03,2020-12-20T17:00:00,ITC4,Lombardia,155
11,2020-12-20T17:00:00,ITI3,Marche,163
14,2020-12-20T17:00:00,ITF2,Molise,117
21,2020-12-20T17:00:00,ITH1,P.A. Bolzano,251
22,2020-12-20T17:00:00,ITH2,P.A. Trento,319
01,2020-12-20T17:00:00,ITC1,Piemonte,149
16,2020-12-20T17:00:00,ITF4,Puglia,193
20,2020-12-20T17:00:00,ITG2,Sardegna,131
19,2020-12-20T17:00:00,ITG1,Sicilia,130
09,2020-12-20T17:00:00,ITI1,Toscana,93
10,2020-12-20T17:00:00,ITI2,Umbria,121
02,2020-12-20T17:00:00,ITC2,Valle d'Aosta,128
05,2020-12-20T17:00:00,ITH3,Veneto,539
13,2020-12-21T17:00:00,ITF1,Abruzzo,98
17,2020-12-21T17:00:00,ITF5,Basilicata,102
18,2020-12-21T17:00:00,ITF6,Calabria,69
15,2020-12-21T17:00:00,ITF3,Campania,109
08,2020-12-21T17:00:00,ITH5,Emilia-Romagna,244
06,2020-12-21T17:00:00,ITH4,Friuli Venezia Giulia,410
12,2020-12-21T17:00:00,ITI4,Lazio,160
07,2020-12-21T17:00:00,ITC3,Liguria,125
03,2020-12-21T17:00:00,ITC4,Lombardia,155
11,2020-12-21T17:00:00,ITI3,Marche,163
14,2020-12-21T17:00:00,ITF2,Molise,137
21,2020-12-21T17:00:00,ITH1,P.A. Bolzano,247
22,2020-12-21T17:00:00,ITH2,P.A. Trento,309
01,2020-12-21T17:00:00,ITC1,Piemonte,151
16,2020-12-21T17:00:00,ITF4,Puglia,196
20,2020-12-21T17:00:00,ITG2,Sardegna,135
19,2020-12-21T17:00:00,ITG1,Sicilia,125
09,2020-12-21T17:00:00,ITI1,Toscana,93
10,2020-12-21T17:00:00,ITI2,Umbria,120
02,2020-12-21T17:00:00,ITC2,Valle d'Aosta,124
05,2020-12-21T17:00:00,ITH3,Veneto,534
13,2020-12-22T17:00:00,ITF1,Abruzzo,97
17,2020-12-22T17:00:00,ITF5,Basilicata,103
18,2020-12-22T17:00:00,ITF6,Calabria,72
15,2020-12-22T17:00:00,ITF3,Campania,111
08,2020-12-22T17:00:00,ITH5,Emilia-Romagna,242
06,2020-12-22T17:00:00,ITH4,Friuli Venezia Giulia,387
12,2020-12-22T17:00:00,ITI4,Lazio,163
07,2020-12-22T17:00:00,ITC3,Liguria,126
03,2020-12-22T17:00:00,ITC4,Lombardia,154
11,2020-12-22T17:00:00,ITI3,Marche,171
14,2020-12-22T17:00:00,ITF2,Molise,128
21,2020-12-22T17:00:00,ITH1,P.A. Bolzano,249
22,2020-12-22T17:00:00,ITH2,P.A. Trento,265
01,2020-12-22T17:00:00,ITC1,Piemonte,138
16,2020-12-22T17:00:00,ITF4,Puglia,193
20,2020-12-22T17:00:00,ITG2,Sardegna,132
19,2020-12-22T17:00:00,ITG1,Sicilia,121
09,2020-12-22T17:00:00,ITI1,Toscana,93
10,2020-12-22T17:00:00,ITI2,Umbria,112
02,2020-12-22T17:00:00,ITC2,Valle d'Aosta,134
05,2020-12-22T17:00:00,ITH3,Veneto,529
13,2020-12-23T17:00:00,ITF1,Abruzzo,97
17,2020-12-23T17:00:00,ITF5,Basilicata,104
18,2020-12-23T17:00:00,ITF6,Calabria,76
15,2020-12-23T17:00:00,ITF3,Campania,114
08,2020-12-23T17:00:00,ITH5,Emilia-Romagna,239
06,2020-12-23T17:00:00,ITH4,Friuli Venezia Giulia,365
12,2020-12-23T17:00:00,ITI4,Lazio,158
07,2020-12-23T17:00:00,ITC3,Liguria,123
03,2020-12-23T17:00:00,ITC4,Lombardia,146
11,2020-12-23T17:00:00,ITI3,Marche,173
14,2020-12-23T17:00:00,ITF2,Molise,129
21,2020-12-23T17:00:00,ITH1,P.A. Bolzano,220
22,2020-12-23T17:00:00,ITH2,P.A. Trento,249
01,2020-12-23T17:00:00,ITC1,Piemonte,131
16,2020-12-23T17:00:00,ITF4,Puglia,181
20,2020-12-23T17:00:00,ITG2,Sardegna,124
19,2020-12-23T17:00:00,ITG1,Sicilia,118
09,2020-12-23T17:00:00,ITI1,Toscana,91
10,2020-12-23T17:00:00,ITI2,Umbria,111
02,2020-12-23T17:00:00,ITC2,Valle d'Aosta,113
05,2020-12-23T17:00:00,ITH3,Veneto,519
13,2020-12-24T17:00:00,ITF1,Abruzzo,95
17,2020-12-24T17:00:00,ITF5,Basilicata,101
18,2020-12-24T17:00:00,ITF6,Calabria,81
15,2020-12-24T17:00:00,ITF3,Campania,118
08,2020-12-24T17:00:00,ITH5,Emilia-Romagna,240
06,2020-12-24T17:00:00,ITH4,Friuli Venezia Giulia,375
12,2020-12-24T17:00:00,ITI4,Lazio,157
07,2020-12-24T17:00:00,ITC3,Liguria,118
03,2020-12-24T17:00:00,ITC4,Lombardia,145
11,2020-12-24T17:00:00,ITI3,Marche,169
14,2020-12-24T17:00:00,ITF2,Molise,145
21,2020-12-24T17:00:00,ITH1,P.A. Bolzano,193
22,2020-12-24T17:00:00,ITH2,P.A. Trento,208
01,2020-12-24T17:00:00,ITC1,Piemonte,135
16,2020-12-24T17:00:00,ITF4,Puglia,191
20,2020-12-24T17:00:00,ITG2,Sardegna,128
19,2020-12-24T17:00:00,ITG1,Sicilia,118
09,2020-12-24T17:00:00,ITI1,Toscana,89
10,2020-12-24T17:00:00,ITI2,Umbria,112
02,2020-12-24T17:00:00,ITC2,Valle d'Aosta,126
05,2020-12-24T17:00:00,ITH3,Veneto,508
13,2020-12-25T17:00:00,ITF1,Abruzzo,103
17,2020-12-25T17:00:00,ITF5,Basilicata,101
18,2020-12-25T17:00:00,ITF6,Calabria,82
15,2020-12-25T17:00:00,ITF3,Campania,115
08,2020-12-25T17:00:00,ITH5,Emilia-Romagna,249
06,2020-12-25T17:00:00,ITH4,Friuli Venezia Giulia,361
12,2020-12-25T17:00:00,ITI4,Lazio,161
07,2020-12-25T17:00:00,ITC3,Liguria,128
03,2020-12-25T17:00:00,ITC4,Lombardia,144
11,2020-12-25T17:00:00,ITI3,Marche,184
14,2020-12-25T17:00:00,ITF2,Molise,143
21,2020-12-25T17:00:00,ITH1,P.A. Bolzano,195
22,2020-12-25T17:00:00,ITH2,P.A. Trento,190
01,2020-12-25T17:00:00,ITC1,Piemonte,127
16,2020-12-25T17:00:00,ITF4,Puglia,183
20,2020-12-25T17:00:00,ITG2,Sardegna,135
19,2020-12-25T17:00:00,ITG1,Sicilia,118
09,2020-12-25T17:00:00,ITI1,Toscana,92
10,2020-12-25T17:00:00,ITI2,Umbria,123
02,2020-12-25T17:00:00,ITC2,Valle d'Aosta,115
05,2020-12-25T17:00:00,ITH3,Veneto,524
13,2020-12-26T17:00:00,ITF1,Abruzzo,94
17,2020-12-26T17:00:00,ITF5,Basilicata,93
18,2020-12-26T17:00:00,ITF6,Calabria,84
15,2020-12-26T17:00:00,ITF3,Campania,108
08,2020-12-26T17:00:00,ITH5,Emilia-Romagna,251
06,2020-12-26T17:00:00,ITH4,Friuli Venezia Giulia,299
12,2020-12-26T17:00:00,ITI4,Lazio,156
07,2020-12-26T17:00:00,ITC3,Liguria,112
03,2020-12-26T17:00:00,ITC4,Lombardia,140
11,2020-12-26T17:00:00,ITI3,Marche,173
14,2020-12-26T17:00:00,ITF2,Molise,136
21,2020-12-26T17:00:00,ITH1,P.A. Bolzano,163
22,2020-12-26T17:00:00,ITH2,P.A. Trento,179
01,2020-12-26T17:00:00,ITC1,Piemonte,122
16,2020-12-26T17:00:00,ITF4,Puglia,162
20,2020-12-26T17:00:00,ITG2,Sardegna,122
19,2020-12-26T17:00:00,ITG1,Sicilia,107
09,2020-12-26T17:00:00,ITI1,Toscana,88
10,2020-12-26T17:00:00,ITI2,Umbria,103
02,2020-12-26T17:00:00,ITC2,Valle d'Aosta,116
05,2020-12-26T17:00:00,ITH3,Veneto,497
13,2020-12-27T17:00:00,ITF1,Abruzzo,79
17,2020-12-27T17:00:00,ITF5,Basilicata,82
18,2020-12-27T17:00:00,ITF6,Calabria,81
15,2020-12-27T17:00:00,ITF3,Campania,97
08,2020-12-27T17:00:00,ITH5,Emilia-Romagna,241
06,2020-12-27T17:00:00,ITH4,Friuli Venezia Giulia,256
12,2020-12-27T17:00:00,ITI4,Lazio,152
07,2020-12-27T17:00:00,ITC3,Liguria,100
03,2020-12-27T17:00:00,ITC4,Lombardia,127
11,2020-12-27T17:00:00,ITI3,Marche,161
14,2020-12-27T17:00:00,ITF2,Molise,116
21,2020-12-27T17:00:00,ITH1,P.A. Bolzano,128
22,2020-12-27T17:00:00,ITH2,P.A. Trento,175
01,2020-12-27T17:00:00,ITC1,Piemonte,114
16,2020-12-27T17:00:00,ITF4,Puglia,148
20,2020-12-27T17:00:00,ITG2,Sardegna,109
19,2020-12-27T17:00:00,ITG1,Sicilia,104
09,2020-12-27T17:00:00,ITI1,Toscana,81
10,2020-12-27T17:00:00,ITI2,Umbria,95
02,2020-12-27T17:00:00,ITC2,Valle d'Aosta,120
05,2020-12-27T17:00:00,ITH3,Veneto,486
13,2020-12-28T17:00:00,ITF1,Abruzzo,78
17,2020-12-28T17:00:00,ITF5,Basilicata,80
18,2020-12-28T17:00:00,ITF6,Calabria,87
15,2020-12-28T17:00:00,ITF3,Campania,93
08,2020-12-28T17:00:00,ITH5,Emilia-Romagna,222
06,2020-12-28T17:00:00,ITH4,Friuli Venezia Giulia,251
12,2020-12-28T17:00:00,ITI4,Lazio,148
07,2020-12-28T17:00:00,ITC3,Liguria,100
03,2020-12-28T17:00:00,ITC4,Lombardia,123
11,2020-12-28T17:00:00,ITI3,Marche,158
14,2020-12-28T17:00:00,ITF2,Molise,86
21,2020-12-28T17:00:00,ITH1,P.A. Bolzano,142
22,2020-12-28T17:00:00,ITH2,P.A. Trento,182
01,2020-12-28T17:00:00,ITC1,Piemonte,107
16,2020-12-28T17:00:00,ITF4,Puglia,144
20,2020-12-28T17:00:00,ITG2,Sardegna,100
19,2020-12-28T17:00:00,ITG1,Sicilia,104
09,2020-12-28T17:00:00,ITI1,Toscana,74
10,2020-12-28T17:00:00,ITI2,Umbria,100
02,2020-12-28T17:00:00,ITC2,Valle d'Aosta,162
05,2020-12-28T17:00:00,ITH3,Veneto,490
13,2020-12-29T17:00:00,ITF1,Abruzzo,75
17,2020-12-29T17:00:00,ITF5,Basilicata,80
18,2020-12-29T17:00:00,ITF6,Calabria,83
15,2020-12-29T17:00:00,ITF3,Campania,90
08,2020-12-29T17:00:00,ITH5,Emilia-Romagna,216
06,2020-12-29T17:00:00,ITH4,Friuli Venezia Giulia,247
12,2020-12-29T17:00:00,ITI4,Lazio,147
07,2020-12-29T17:00:00,ITC3,Liguria,106
03,2020-12-29T17:00:00,ITC4,Lombardia,109
11,2020-12-29T17:00:00,ITI3,Marche,168
14,2020-12-29T17:00:00,ITF2,Molise,84
21,2020-12-29T17:00:00,ITH1,P.A. Bolzano,140
22,2020-12-29T17:00:00,ITH2,P.A. Trento,189
01,2020-12-29T17:00:00,ITC1,Piemonte,114
16,2020-12-29T17:00:00,ITF4,Puglia,141
20,2020-12-29T17:00:00,ITG2,Sardegna,96
19,2020-12-29T17:00:00,ITG1,Sicilia,106
09,2020-12-29T17:00:00,ITI1,Toscana,73
10,2020-12-29T17:00:00,ITI2,Umbria,105
02,2020-12-29T17:00:00,ITC2,Valle d'Aosta,135
05,2020-12-29T17:00:00,ITH3,Veneto,482
13,2020-12-30T17:00:00,ITF1,Abruzzo,76
17,2020-12-30T17:00:00,ITF5,Basilicata,82
18,2020-12-30T17:00:00,ITF6,Calabria,92
15,2020-12-30T17:00:00,ITF3,Campania,88
08,2020-12-30T17:00:00,ITH5,Emilia-Romagna,222
06,2020-12-30T17:00:00,ITH4,Friuli Venezia Giulia,271
12,2020-12-30T17:00:00,ITI4,Lazio,153
07,2020-12-30T17:00:00,ITC3,Liguria,118
03,2020-12-30T17:00:00,ITC4,Lombardia,104
11,2020-12-30T17:00:00,ITI3,Marche,174
14,2020-12-30T17:00:00,ITF2,Molise,90
21,2020-12-30T17:00:00,ITH1,P.A. Bolzano,157
22,2020-12-30T17:00:00,ITH2,P.A. Trento,197
01,2020-12-30T17:00:00,ITC1,Piemonte,116
16,2020-12-30T17:00:00,ITF4,Puglia,154
20,2020-12-30T17:00:00,ITG2,Sardegna,100
19,2020-12-30T17:00:00,ITG1,Sicilia,109
09,2020-12-30T17:00:00,ITI1,Toscana,74
10,2020-12-30T17:00:00,ITI2,Umbria,127
02,2020-12-30T17:00:00,ITC2,Valle d'Aosta,138
05,2020-12-30T17:00:00,ITH3,Veneto,474
13,2020-12-31T17:00:00,ITF1,Abruzzo,94
17,2020-12-31T17:00:00,ITF5,Basilicata,81
18,2020-12-31T17:00:00,ITF6,Calabria,100
15,2020-12-31T17:00:00,ITF3,Campania,95
08,2020-12-31T17:00:00,ITH5,Emilia-Romagna,232
06,2020-12-31T17:00:00,ITH4,Friuli Venezia Giulia,275
12,2020-12-31T17:00:00,ITI4,Lazio,158
07,2020-12-31T17:00:00,ITC3,Liguria,127
03,2020-12-31T17:00:00,ITC4,Lombardia,116
11,2020-12-31T17:00:00,ITI3,Marche,193
14,2020-12-31T17:00:00,ITF2,Molise,81
21,2020-12-31T17:00:00,ITH1,P.A. Bolzano,179
22,2020-12-31T17:00:00,ITH2,P.A. Trento,212
01,2020-12-31T17:00:00,ITC1,Piemonte,124
16,2020-12-31T17:00:00,ITF4,Puglia,159
20,2020-12-31T17:00:00,ITG2,Sardegna,102
19,2020-12-31T17:00:00,ITG1,Sicilia,118
09,2020-12-31T17:00:00,ITI1,Toscana,75
10,2020-12-31T17:00:00,ITI2,Umbria,140
02,2020-12-31T17:00:00,ITC2,Valle d'Aosta,133
05,2020-12-31T17:00:00,ITH3,Veneto,494
13,2021-01-01T17:00:00,ITF1,Abruzzo,100
17,2021-01-01T17:00:00,ITF5,Basilicata,97
18,2021-01-01T17:00:00,ITF6,Calabria,105
15,2021-01-01T17:00:00,ITF3,Campania,107
08,2021-01-01T17:00:00,ITH5,Emilia-Romagna,243
06,2021-01-01T17:00:00,ITH4,Friuli Venezia Giulia,285
12,2021-01-01T17:00:00,ITI4,Lazio,162
07,2021-01-01T17:00:00,ITC3,Liguria,125
03,2021-01-01T17:00:00,ITC4,Lombardia,120
11,2021-01-01T17:00:00,ITI3,Marche,199
14,2021-01-01T17:00:00,ITF2,Molise,94
21,2021-01-01T17:00:00,ITH1,P.A. Bolzano,196
22,2021-01-01T17:00:00,ITH2,P.A. Trento,219
01,2021-01-01T17:00:00,ITC1,Piemonte,128
16,2021-01-01T17:00:00,ITF4,Puglia,169
20,2021-01-01T17:00:00,ITG2,Sardegna,99
19,2021-01-01T17:00:00,ITG1,Sicilia,127
09,2021-01-01T17:00:00,ITI1,Toscana,75
10,2021-01-01T17:00:00,ITI2,Umbria,139
02,2021-01-01T17:00:00,ITC2,Valle d'Aosta,138
05,2021-01-01T17:00:00,ITH3,Veneto,490
13,2021-01-02T17:00:00,ITF1,Abruzzo,99
17,2021-01-02T17:00:00,ITF5,Basilicata,99
18,2021-01-02T17:00:00,ITF6,Calabria,102
15,2021-01-02T17:00:00,ITF3,Campania,105
08,2021-01-02T17:00:00,ITH5,Emilia-Romagna,249
