data,terapia_intensiva,ingressi_terapia_intensiva,mese,terapia_intensiva_mm,ingressi_terapia_intensiva_mm
2022-02-05T17:00:00,1411,104,2,1508.2857142857142,104.42857142857143
2022-02-06T17:00:00,1431,105,2,1485.142857142857,105.85714285714286
2022-02-07T17:00:00,1423,70,2,1462.142857142857,99.85714285714286
2022-02-08T17:00:00,1376,99,2,1437.4285714285713,98.71428571428571
2022-02-09T17:00:00,1350,90,2,1412.5714285714287,96.71428571428571
2022-02-10T17:00:00,1322,83,2,1393.2857142857142,95.0
2022-02-11T17:00:00,1265,100,2,1368.2857142857142,93.0
2022-02-12T17:00:00,1223,68,2,1341.4285714285713,87.85714285714286
2022-02-13T17:00:00,1190,66,2,1307.0,82.28571428571429
2022-02-14T17:00:00,1173,63,2,1271.2857142857142,81.28571428571429
2022-02-15T17:00:00,1119,87,2,1234.5714285714287,79.57142857142857
2022-02-16T17:00:00,1073,75,2,1195.0,77.42857142857143
2022-02-17T17:00:00,1037,71,2,1154.2857142857142,75.71428571428571
2022-02-18T17:00:00,987,52,2,1114.5714285714287,68.85714285714286
2022-02-19T17:00:00,953,76,2,1076.0,70.0
2022-02-20T17:00:00,934,52,2,1039.4285714285713,68.0
2022-02-21T17:00:00,928,55,2,1004.4285714285714,66.85714285714286
2022-02-22T17:00:00,896,82,2,972.5714285714286,66.14285714285714
2022-02-23T17:00:00,886,81,2,945.8571428571429,67.0
2022-02-24T17:00:00,839,56,2,917.5714285714286,64.85714285714286
2022-02-25T17:00:00,799,58,2,890.7142857142857,65.71428571428571
2022-02-26T17:00:00,763,44,2,863.5714285714286,61.142857142857146
2022-02-27T17:00:00,733,26,2,834.8571428571429,57.42857142857143
2022-02-28T17:00:00,714,39,2,804.2857142857143,55.142857142857146
2022-03-01T17:00:00,708,74,3,777.4285714285714,54.0
2022-03-02T17:00:00,681,40,3,748.1428571428571,48.142857142857146
2022-03-03T17:00:00,654,52,3,721.7142857142857,47.57142857142857
2022-03-04T17:00:00,625,31,3,696.8571428571429,43.714285714285715
2022-03-05T17:00:00,609,59,3,674.8571428571429,45.857142857142854
2022-03-06T17:00:00,603,37,3,656.2857142857143,47.42857142857143
2022-03-07T17:00:00,610,35,3,641.4285714285714,46.857142857142854
2022-03-08T17:00:00,592,50,3,624.8571428571429,43.42857142857143
2022-03-09T17:00:00,563,43,3,608.0,43.857142857142854
2022-03-10T17:00:00,545,48,3,592.4285714285714,43.285714285714285
2022-03-11T17:00:00,527,35,3,578.4285714285714,43.857142857142854
2022-03-12T17:00:00,513,40,3,564.7142857142857,41.142857142857146
