COD_RIP,COD_REG,COD_PROV,COD_CM,COD_UTS,PRO_COM,PRO_COM_T,codINT,ALLEGATO
2,4,22,0,22,22089,022089,2040830840,2
2,4,22,0,22,22090,022090,2040830850,2
2,4,22,0,22,22091,022091,2040830860,2
2,4,22,0,22,22092,022092,2040830870,2
2,4,22,0,22,22093,022093,2040830880,2
2,4,22,0,22,22095,022095,2040830900,2
2,4,22,0,22,22097,022097,2040830920,2
2,4,22,0,22,22098,022098,2040830930,2
2,4,22,0,22,22102,022102,2040830950,2
2,4,22,0,22,22103,022103,2040830960,2
2,4,22,0,22,22104,022104,2040830970,2
2,4,22,0,22,22106,022106,2040830990,2
2,4,22,0,22,22108,022108,2040831010,2
2,4,22,0,22,22109,022109,2040831020,2
2,4,22,0,22,22110,022110,2040831040,2
2,4,22,0,22,22112,022112,2040831060,2
2,4,22,0,22,22113,022113,2040831070,2
2,4,22,0,22,22114,022114,2040831080,2
2,4,22,0,22,22115,022115,2040831090,2
2,4,22,0,22,22116,022116,2040831100,2
2,4,22,0,22,22117,022117,2040831110,2
2,4,22,0,22,22118,022118,2040831120,2
2,4,22,0,22,22120,022120,2040831140,2
2,4,22,0,22,22123,022123,2040831160,2
2,4,22,0,22,22124,022124,2040831161,2
2,4,22,0,22,22127,022127,2040831181,2
2,4,22,0,22,22128,022128,2040831190,2
2,4,22,0,22,22129,022129,2040831200,2
2,4,22,0,22,22130,022130,2040831201,2
2,4,22,0,22,22131,022131,2040831210,2
2,4,22,0,22,22133,022133,2040831230,2
2,4,22,0,22,22134,022134,2040831240,2
2,4,22,0,22,22135,022135,2040831471,2
2,4,22,0,22,22136,022136,2040831260,2
2,4,22,0,22,22137,022137,2040831261,2
2,4,22,0,22,22138,022138,2040831270,2
2,4,22,0,22,22139,022139,2040831280,2
2,4,22,0,22,22142,022142,2040831310,2
2,4,22,0,22,22143,022143,2040831320,2
2,4,22,0,22,22144,022144,2040831330,2
2,4,22,0,22,22147,022147,2040831360,2
2,4,22,0,22,22150,022150,2040831390,2
2,4,22,0,22,22153,022153,2040831420,2
2,4,22,0,22,22155,022155,2040831440,2
2,4,22,0,22,22156,022156,2040831450,2
2,4,22,0,22,22157,022157,2040831460,2
2,4,22,0,22,22159,022159,2040831480,2
2,4,22,0,22,22160,022160,2040831490,2
2,4,22,0,22,22161,022161,2040831500,2
2,4,22,0,22,22162,022162,2040831510,2
2,4,22,0,22,22163,022163,2040831520,2
2,4,22,0,22,22164,022164,2040831530,2
2,4,22,0,22,22165,022165,2040831540,2
2,4,22,0,22,22167,022167,2040831560,2
2,4,22,0,22,22168,022168,2040831570,2
2,4,22,0,22,22169,022169,2040831580,2
2,4,22,0,22,22170,022170,2040831590,2
2,4,22,0,22,22171,022171,2040831600,2
2,4,22,0,22,22172,022172,2040831610,2
2,4,22,0,22,22173,022173,2040831620,2
2,4,22,0,22,22176,022176,2040831650,2
2,4,22,0,22,22177,022177,2040831660,2
2,4,22,0,22,22179,022179,2040831680,2
2,4,22,0,22,22180,022180,2040831690,2
2,4,22,0,22,22181,022181,2040831700,2
2,4,22,0,22,22182,022182,2040831710,2
2,4,22,0,22,22183,022183,2040831720,2
2,4,22,0,22,22184,022184,2040831730,2
2,4,22,0,22,22188,022188,2040831770,2
2,4,22,0,22,22189,022189,2040831780,2
2,4,22,0,22,22190,022190,2040831790,2
2,4,22,0,22,22191,022191,2040831800,2
2,4,22,0,22,22193,022193,2040831820,2
2,4,22,0,22,22195,022195,2040831840,2
2,4,22,0,22,22196,022196,2040831850,2
2,4,22,0,22,22199,022199,2040831880,2
2,4,22,0,22,22200,022200,2040831890,2
2,4,22,0,22,22202,022202,2040831910,2
2,4,22,0,22,22203,022203,2040831920,2
2,4,22,0,22,22205,022205,2040831940,2
2,4,22,0,22,22209,022209,2040831980,2
2,4,22,0,22,22210,022210,2040831990,2
2,4,22,0,22,22213,022213,2040832020,2
2,4,22,0,22,22216,022216,2040832041,2
2,4,22,0,22,22222,022222,2040832100,2
2,4,22,0,22,22224,022224,2040832120,2
2,4,22,0,22,22226,022226,2040832140,2
2,4,22,0,22,22228,022228,2040830595,2
2,4,22,0,22,22229,022229,2040830965,2
2,4,22,0,22,22230,022230,2040831355,2
2,4,22,0,22,22231,022231,2040831555,2
2,4,22,0,22,22232,022232,2040831975,2
2,4,22,0,22,22233,022233,2040830715,2
2,4,22,0,22,22234,022234,2040831295,2
2,4,22,0,22,22235,022235,2040830034,2
2,4,22,0,22,22236,022236,2040830037,2
2,4,22,0,22,22237,022237,2040830042,2
2,4,22,0,22,22238,022238,2040830204,2
2,4,22,0,22,22239,022239,2040830207,2
2,4,22,0,22,22240,022240,2040830435,2
2,4,22,0,22,22241,022241,2040830515,2
2,4,22,0,22,22242,022242,2040830621,2
2,4,22,0,22,22243,022243,2040831031,2
2,4,22,0,22,22244,022244,2040831335,2
2,4,22,0,22,22245,022245,2040831375,2
2,4,22,0,22,22246,022246,2040831615,2
2,4,22,0,22,22247,022247,2040831955,2
2,4,22,0,22,22248,022248,2040831995,2
2,4,22,0,22,22249,022249,2040832111,2
2,4,22,0,22,22250,022250,2040831618,2
2,4,22,0,22,22251,022251,2040831825,2
2,6,30,0,30,30001,030001,2060850010,2
2,6,30,0,30,30002,030002,2060850020,2
2,6,30,0,30,30003,030003,2060850030,2
2,6,30,0,30,30004,030004,2060850040,2
2,6,30,0,30,30005,030005,2060850050,2
2,6,30,0,30,30006,030006,2060850060,2
2,6,30,0,30,30007,030007,2060850070,2
2,6,30,0,30,30008,030008,2060850080,2
2,6,30,0,30,30009,030009,2060850090,2
2,6,30,0,30,30010,030010,2060850100,2
2,6,30,0,30,30011,030011,2060850110,2
2,6,30,0,30,30012,030012,2060850120,2
2,6,30,0,30,30013,030013,2060850130,2
2,6,30,0,30,30014,030014,2060850140,2
2,6,30,0,30,30015,030015,2060850150,2
2,6,30,0,30,30016,030016,2060850160,2
2,6,30,0,30,30018,030018,2060850180,2
2,6,30,0,30,30019,030019,2060850190,2
2,6,30,0,30,30020,030020,2060850200,2
2,6,30,0,30,30021,030021,2060850210,2
2,6,30,0,30,30022,030022,2060850220,2
2,6,30,0,30,30023,030023,2060850230,2
2,6,30,0,30,30024,030024,2060850240,2
2,6,30,0,30,30025,030025,2060850250,2
2,6,30,0,30,30026,030026,2060850260,2
2,6,30,0,30,30027,030027,2060850270,2
2,6,30,0,30,30028,030028,2060850280,2
2,6,30,0,30,30029,030029,2060850290,2
2,6,30,0,30,30030,030030,2060850300,2
2,6,30,0,30,30031,030031,2060850310,2
2,6,30,0,30,30032,030032,2060850320,2
2,6,30,0,30,30033,030033,2060850330,2
2,6,30,0,30,30034,030034,2060850340,2
2,6,30,0,30,30035,030035,2060850350,2
2,6,30,0,30,30036,030036,2060850360,2
2,6,30,0,30,30037,030037,2060850370,2
2,6,30,0,30,30039,030039,2060850390,2
2,6,30,0,30,30040,030040,2060850400,2
2,6,30,0,30,30041,030041,2060850410,2
2,6,30,0,30,30042,030042,2060850420,2
2,6,30,0,30,30043,030043,2060850430,2
2,6,30,0,30,30044,030044,2060850440,2
2,6,30,0,30,30045,030045,2060850450,2
2,6,30,0,30,30046,030046,2060850460,2
2,6,30,0,30,30047,030047,2060850470,2
2,6,30,0,30,30048,030048,2060850480,2
2,6,30,0,30,30049,030049,2060850490,2
2,6,30,0,30,30051,030051,2060850510,2
2,6,30,0,30,30052,030052,2060850520,2
2,6,30,0,30,30053,030053,2060850530,2
2,6,30,0,30,30054,030054,2060850540,2
2,6,30,0,30,30055,030055,2060850550,2
2,6,30,0,30,30056,030056,2060850560,2
2,6,30,0,30,30057,030057,2060850570,2
2,6,30,0,30,30058,030058,2060850580,2
2,6,30,0,30,30059,030059,2060850590,2
2,6,30,0,30,30060,030060,2060850600,2
2,6,30,0,30,30061,030061,2060850610,2
2,6,30,0,30,30062,030062,2060850620,2
2,6,30,0,30,30063,030063,2060850630,2
2,6,30,0,30,30064,030064,2060850640,2
2,6,30,0,30,30065,030065,2060850650,2
2,6,30,0,30,30066,030066,2060850660,2
2,6,30,0,30,30067,030067,2060850670,2
2,6,30,0,30,30068,030068,2060850680,2
2,6,30,0,30,30069,030069,2060850690,2
2,6,30,0,30,30070,030070,2060850700,2
2,6,30,0,30,30071,030071,2060850710,2
2,6,30,0,30,30072,030072,2060850720,2
2,6,30,0,30,30073,030073,2060850730,2
2,6,30,0,30,30074,030074,2060850740,2
2,6,30,0,30,30075,030075,2060850750,2
2,6,30,0,30,30076,030076,2060850760,2
2,6,30,0,30,30077,030077,2060850770,2
2,6,30,0,30,30078,030078,2060850780,2
2,6,30,0,30,30079,030079,2060850790,2
2,6,30,0,30,30080,030080,2060850800,2
2,6,30,0,30,30081,030081,2060850810,2
2,6,30,0,30,30082,030082,2060850820,2
2,6,30,0,30,30083,030083,2060850830,2
2,6,30,0,30,30084,030084,2060850840,2
2,6,30,0,30,30085,030085,2060850850,2
2,6,30,0,30,30086,030086,2060850860,2
2,6,30,0,30,30087,030087,2060850870,2
2,6,30,0,30,30088,030088,2060850880,2
2,6,30,0,30,30089,030089,2060850890,2
2,6,30,0,30,30090,030090,2060850900,2
2,6,30,0,30,30091,030091,2060850910,2
2,6,30,0,30,30092,030092,2060850920,2
2,6,30,0,30,30093,030093,2060850930,2
2,6,30,0,30,30094,030094,2060850940,2
2,6,30,0,30,30095,030095,2060850950,2
2,6,30,0,30,30097,030097,2060850970,2
2,6,30,0,30,30098,030098,2060850980,2
2,6,30,0,30,30099,030099,2060850990,2
2,6,30,0,30,30100,030100,2060851000,2
2,6,30,0,30,30101,030101,2060851010,2
2,6,30,0,30,30102,030102,2060851020,2
2,6,30,0,30,30103,030103,2060851030,2
2,6,30,0,30,30104,030104,2060851040,2
2,6,30,0,30,30105,030105,2060851050,2
2,6,30,0,30,30106,030106,2060851060,2
2,6,30,0,30,30107,030107,2060851070,2
2,6,30,0,30,30108,030108,2060851080,2
2,6,30,0,30,30109,030109,2060851090,2
2,6,30,0,30,30110,030110,2060851100,2
2,6,30,0,30,30111,030111,2060851110,2
2,6,30,0,30,30112,030112,2060851120,2
2,6,30,0,30,30113,030113,2060851130,2
2,6,30,0,30,30114,030114,2060851140,2
2,6,30,0,30,30116,030116,2060851160,2
2,6,30,0,30,30117,030117,2060851170,2
2,6,30,0,30,30118,030118,2060851180,2
2,6,30,0,30,30120,030120,2060851200,2
2,6,30,0,30,30121,030121,2060851210,2
2,6,30,0,30,30122,030122,2060851220,2
2,6,30,0,30,30123,030123,2060851230,2
2,6,30,0,30,30124,030124,2060851240,2
2,6,30,0,30,30126,030126,2060851260,2
2,6,30,0,30,30127,030127,2060851270,2
2,6,30,0,30,30128,030128,2060851280,2
2,6,30,0,30,30129,030129,2060851290,2
2,6,30,0,30,30130,030130,2060851300,2
2,6,30,0,30,30131,030131,2060851310,2
2,6,30,0,30,30132,030132,2060851320,2
2,6,30,0,30,30133,030133,2060851330,2
2,6,30,0,30,30135,030135,2060851350,2
2,6,30,0,30,30136,030136,2060851360,2
2,6,30,0,30,30137,030137,2060850391,2
2,6,30,0,30,30138,030138,2060850175,2
2,6,30,0,30,30188,030188,2060850965,2
2,6,30,0,30,30189,030189,2050100520,2
2,6,30,0,30,30190,030190,2060850385,2
2,6,30,0,30,30191,030191,2060851265,2
2,6,31,0,31,31001,031001,2060350010,2
2,6,31,0,31,31002,031002,2060350020,2
2,6,31,0,31,31003,031003,2060350030,2
2,6,31,0,31,31004,031004,2060350040,2
2,6,31,0,31,31005,031005,2060350050,2
2,6,31,0,31,31006,031006,2060350060,2
2,6,31,0,31,31007,031007,2060350070,2
2,6,31,0,31,31008,031008,2060350080,2
2,6,31,0,31,31009,031009,2060350090,2
2,6,31,0,31,31010,031010,2060350100,2
2,6,31,0,31,31011,031011,2060350101,2
2,6,31,0,31,31012,031012,2060350110,2
2,6,31,0,31,31013,031013,2060350111,2
2,6,31,0,31,31014,031014,2060350112,2
2,6,31,0,31,31015,031015,2060350120,2
2,6,31,0,31,31016,031016,2060350130,2
2,6,31,0,31,31017,031017,2060350140,2
2,6,31,0,31,31018,031018,2060350150,2
2,6,31,0,31,31019,031019,2060350160,2
2,6,31,0,31,31020,031020,2060350161,2
2,6,31,0,31,31021,031021,2060350170,2
2,6,31,0,31,31022,031022,2060350180,2
2,6,31,0,31,31023,031023,2060350190,2
2,6,31,0,31,31024,031024,2060350200,2
2,6,31,0,31,31025,031025,2060350210,2
2,6,32,0,32,32001,032001,2060920010,2
2,6,32,0,32,32002,032002,2060920020,2
2,6,32,0,32,32003,032003,2060920030,2
2,6,32,0,32,32004,032004,2060920040,2
2,6,32,0,32,32005,032005,2060920050,2
2,6,32,0,32,32006,032006,2060920060,2
2,6,93,0,93,93001,093001,2060930010,2
2,6,93,0,93,93002,093002,2060930020,2
2,6,93,0,93,93004,093004,2060930040,2
2,6,93,0,93,93005,093005,2060930050,2
2,6,93,0,93,93006,093006,2060930060,2
2,6,93,0,93,93007,093007,2060930070,2
2,6,93,0,93,93008,093008,2060930080,2
2,6,93,0,93,93009,093009,2060930090,2
2,6,93,0,93,93010,093010,2060930100,2
2,6,93,0,93,93011,093011,2060930110,2
2,6,93,0,93,93012,093012,2060930120,2
2,6,93,0,93,93013,093013,2060930130,2
2,6,93,0,93,93014,093014,2060930140,2
2,6,93,0,93,93015,093015,2060930150,2
2,6,93,0,93,93016,093016,2060930160,2
2,6,93,0,93,93017,093017,2060930170,2
2,6,93,0,93,93018,093018,2060930180,2
2,6,93,0,93,93019,093019,2060930190,2
2,6,93,0,93,93020,093020,2060930200,2
2,6,93,0,93,93021,093021,2060930210,2
2,6,93,0,93,93022,093022,2060930220,2
2,6,93,0,93,93024,093024,2060930240,2
2,6,93,0,93,93025,093025,2060930250,2
2,6,93,0,93,93026,093026,2060930260,2
2,6,93,0,93,93027,093027,2060930270,2
2,6,93,0,93,93028,093028,2060930280,2
2,6,93,0,93,93029,093029,2060930290,2
2,6,93,0,93,93030,093030,2060930300,2
2,6,93,0,93,93031,093031,2060930310,2
2,6,93,0,93,93032,093032,2060930320,2
2,6,93,0,93,93033,093033,2060930330,2
2,6,93,0,93,93034,093034,2060930340,2
2,6,93,0,93,93035,093035,2060930350,2
2,6,93,0,93,93036,093036,2060930360,2
2,6,93,0,93,93037,093037,2060930370,2
2,6,93,0,93,93038,093038,2060930380,2
2,6,93,0,93,93039,093039,2060930390,2
2,6,93,0,93,93040,093040,2060930400,2
2,6,93,0,93,93041,093041,2060930410,2
2,6,93,0,93,93042,093042,2060930420,2
2,6,93,0,93,93043,093043,2060930430,2
2,6,93,0,93,93044,093044,2060930440,2
2,6,93,0,93,93045,093045,2060930450,2
2,6,93,0,93,93046,093046,2060930460,2
2,6,93,0,93,93047,093047,2060930470,2
2,6,93,0,93,93049,093049,2060930490,2
2,6,93,0,93,93050,093050,2060930500,2
2,6,93,0,93,93051,093051,2060930510,2
2,6,93,0,93,93052,093052,2060930471,2
2,6,93,0,93,93053,093053,2060930476,2
1,1,1,201,201,1001,001001,1010810010,1
1,1,1,201,201,1002,001002,1010810020,1
1,1,1,201,201,1003,001003,1010810030,1
1,1,1,201,201,1004,001004,1010810040,1
1,1,1,201,201,1006,001006,1010810060,1
1,1,1,201,201,1007,001007,1010810070,1
1,1,1,201,201,1008,001008,1010810080,1
1,1,1,201,201,1009,001009,1010810090,1
1,1,1,201,201,1010,001010,1010810100,1
1,1,1,201,201,1011,001011,1010810110,1
1,1,1,201,201,1012,001012,1010810120,1
1,1,1,201,201,1013,001013,1010810130,1
1,1,1,201,201,1014,001014,1010810140,1
1,1,1,201,201,1015,001015,1010810150,1
1,1,1,201,201,1016,001016,1010810160,1
1,1,1,201,201,1017,001017,1010810170,1
1,1,1,201,201,1018,001018,1010810180,1
1,1,1,201,201,1019,001019,1010810190,1
1,1,1,201,201,1020,001020,1010810200,1
1,1,1,201,201,1021,001021,1010810210,1
1,1,1,201,201,1022,001022,1010810220,1
1,1,1,201,201,1023,001023,1010810230,1
1,1,1,201,201,1024,001024,1010810240,1
1,1,1,201,201,1025,001025,1010810250,1
1,1,1,201,201,1026,001026,1010810260,1
1,1,1,201,201,1027,001027,1010810270,1
1,1,1,201,201,1028,001028,1010810280,1
1,1,1,201,201,1029,001029,1010810290,1
1,1,1,201,201,1030,001030,1010810300,1
1,1,1,201,201,1031,001031,1010810310,1
1,1,1,201,201,1032,001032,1010810320,1
1,1,1,201,201,1033,001033,1010810330,1
1,1,1,201,201,1034,001034,1010810340,1
1,1,1,201,201,1035,001035,1010810350,1
1,1,1,201,201,1036,001036,1010810360,1
1,1,1,201,201,1037,001037,1010810370,1
1,1,1,201,201,1038,001038,1010810380,1
1,1,1,201,201,1039,001039,1010810390,1
1,1,1,201,201,1040,001040,1010810400,1
1,1,1,201,201,1041,001041,1010810410,1
