date,regione,deceduti,ricoveri,sintomatici,terapia_intensiva
2020-05-27T00:00:00,abruzzo,0,0,1,0
2020-05-28T00:00:00,abruzzo,0,0,2,1
2020-05-29T00:00:00,abruzzo,0,0,2,0
2020-05-30T00:00:00,abruzzo,0,0,0,0
2020-05-31T00:00:00,abruzzo,0,1,1,0
2020-06-01T00:00:00,abruzzo,0,0,0,0
2020-06-02T00:00:00,abruzzo,0,0,0,0
2020-06-03T00:00:00,abruzzo,0,0,0,0
2020-06-04T00:00:00,abruzzo,0,0,0,0
2020-06-05T00:00:00,abruzzo,1,0,0,0
2020-06-06T00:00:00,abruzzo,0,0,3,1
2020-06-07T00:00:00,abruzzo,0,1,0,0
2020-06-08T00:00:00,abruzzo,0,0,0,0
2020-06-09T00:00:00,abruzzo,0,0,0,0
2020-06-10T00:00:00,abruzzo,1,0,0,1
2020-06-11T00:00:00,abruzzo,0,0,0,0
2020-06-12T00:00:00,abruzzo,1,0,1,1
2020-06-13T00:00:00,abruzzo,1,0,0,0
2020-06-14T00:00:00,abruzzo,1,0,0,0
2020-06-15T00:00:00,abruzzo,0,1,2,0
2020-06-16T00:00:00,abruzzo,0,0,2,0
2020-06-17T00:00:00,abruzzo,0,0,1,0
2020-06-18T00:00:00,abruzzo,0,0,0,0
2020-06-19T00:00:00,abruzzo,0,1,1,0
2020-06-20T00:00:00,abruzzo,0,0,0,0
2020-06-21T00:00:00,abruzzo,0,1,0,0
2020-06-22T00:00:00,abruzzo,0,0,0,0
2020-06-23T00:00:00,abruzzo,0,0,2,0
2020-06-24T00:00:00,abruzzo,0,0,1,0
2020-06-25T00:00:00,abruzzo,0,0,0,0
2020-06-26T00:00:00,abruzzo,0,0,0,0
2020-06-27T00:00:00,abruzzo,0,2,0,0
2020-06-28T00:00:00,abruzzo,1,0,0,0
2020-06-29T00:00:00,abruzzo,0,0,1,0
2020-06-30T00:00:00,abruzzo,0,0,0,0
2020-07-01T00:00:00,abruzzo,0,0,0,0
2020-07-02T00:00:00,abruzzo,0,1,0,0
2020-07-03T00:00:00,abruzzo,0,1,0,0
2020-07-04T00:00:00,abruzzo,0,3,1,0
2020-07-05T00:00:00,abruzzo,0,0,0,0
2020-07-06T00:00:00,abruzzo,0,0,0,0
2020-07-07T00:00:00,abruzzo,0,0,0,0
2020-07-08T00:00:00,abruzzo,0,1,0,0
2020-07-09T00:00:00,abruzzo,0,0,0,0
2020-07-10T00:00:00,abruzzo,0,0,2,0
2020-07-11T00:00:00,abruzzo,0,0,0,0
2020-07-12T00:00:00,abruzzo,0,1,3,0
2020-07-13T00:00:00,abruzzo,0,0,0,0
2020-07-14T00:00:00,abruzzo,0,0,1,0
2020-07-15T00:00:00,abruzzo,0,0,1,0
2020-07-16T00:00:00,abruzzo,0,0,1,0
2020-07-17T00:00:00,abruzzo,0,1,3,0
2020-07-18T00:00:00,abruzzo,0,0,1,0
2020-07-19T00:00:00,abruzzo,0,1,2,0
2020-07-20T00:00:00,abruzzo,0,1,4,0
2020-07-21T00:00:00,abruzzo,0,1,2,0
2020-07-22T00:00:00,abruzzo,0,0,1,1
2020-07-23T00:00:00,abruzzo,0,1,1,0
2020-07-24T00:00:00,abruzzo,0,1,1,0
2020-07-25T00:00:00,abruzzo,0,0,2,0
2020-07-26T00:00:00,abruzzo,0,1,3,0
2020-07-27T00:00:00,abruzzo,0,0,1,0
2020-07-28T00:00:00,abruzzo,0,1,5,0
2020-07-29T00:00:00,abruzzo,0,0,2,0
2020-07-30T00:00:00,abruzzo,0,0,4,0
2020-07-31T00:00:00,abruzzo,0,1,2,0
2020-08-01T00:00:00,abruzzo,0,1,7,0
2020-08-02T00:00:00,abruzzo,0,1,2,0
2020-08-03T00:00:00,abruzzo,0,2,4,0
2020-08-04T00:00:00,abruzzo,0,1,3,0
2020-08-05T00:00:00,abruzzo,0,0,5,0
2020-08-06T00:00:00,abruzzo,0,3,3,0
2020-08-07T00:00:00,abruzzo,0,1,4,0
2020-08-08T00:00:00,abruzzo,0,0,1,0
2020-08-09T00:00:00,abruzzo,0,1,3,0
2020-08-10T00:00:00,abruzzo,0,0,6,0
2020-08-11T00:00:00,abruzzo,0,1,5,0
2020-08-12T00:00:00,abruzzo,0,1,4,0
2020-08-13T00:00:00,abruzzo,0,0,2,0
2020-08-14T00:00:00,abruzzo,0,1,6,0
2020-08-15T00:00:00,abruzzo,0,0,9,0
2020-08-16T00:00:00,abruzzo,0,2,5,0
2020-08-17T00:00:00,abruzzo,0,0,11,0
2020-08-18T00:00:00,abruzzo,0,1,4,1
2020-08-19T00:00:00,abruzzo,0,3,12,0
2020-08-20T00:00:00,abruzzo,0,2,8,0
2020-08-21T00:00:00,abruzzo,0,1,6,0
2020-08-22T00:00:00,abruzzo,0,2,5,0
2020-08-23T00:00:00,abruzzo,0,1,10,0
2020-08-24T00:00:00,abruzzo,0,0,7,0
2020-08-25T00:00:00,abruzzo,0,0,3,0
2020-08-26T00:00:00,abruzzo,0,3,9,0
2020-08-27T00:00:00,abruzzo,0,1,9,0
2020-08-28T00:00:00,abruzzo,0,2,9,0
2020-08-29T00:00:00,abruzzo,0,2,10,0
2020-08-30T00:00:00,abruzzo,0,0,2,0
2020-08-31T00:00:00,abruzzo,0,0,12,0
2020-09-01T00:00:00,abruzzo,0,1,6,0
2020-09-02T00:00:00,abruzzo,0,1,11,0
2020-09-03T00:00:00,abruzzo,0,4,7,0
2020-09-04T00:00:00,abruzzo,0,0,7,1
2020-09-05T00:00:00,abruzzo,0,0,9,0
2020-09-06T00:00:00,abruzzo,0,1,8,0
2020-09-07T00:00:00,abruzzo,0,3,7,0
2020-09-08T00:00:00,abruzzo,0,7,10,0
2020-09-09T00:00:00,abruzzo,0,2,14,1
2020-09-10T00:00:00,abruzzo,0,3,13,0
2020-09-11T00:00:00,abruzzo,0,3,7,1
2020-09-12T00:00:00,abruzzo,0,2,8,0
2020-09-13T00:00:00,abruzzo,0,2,14,1
2020-09-14T00:00:00,abruzzo,1,1,16,0
2020-09-15T00:00:00,abruzzo,0,6,16,1
2020-09-16T00:00:00,abruzzo,0,2,14,0
2020-09-17T00:00:00,abruzzo,0,3,9,0
2020-09-18T00:00:00,abruzzo,0,4,9,0
2020-09-19T00:00:00,abruzzo,0,1,7,1
2020-09-20T00:00:00,abruzzo,0,6,12,0
2020-09-21T00:00:00,abruzzo,2,0,11,1
2020-09-22T00:00:00,abruzzo,1,2,12,0
2020-09-23T00:00:00,abruzzo,0,1,13,0
2020-09-24T00:00:00,abruzzo,0,4,8,0
2020-09-25T00:00:00,abruzzo,0,2,10,0
2020-09-26T00:00:00,abruzzo,0,1,15,0
2020-09-27T00:00:00,abruzzo,0,5,11,0
2020-09-28T00:00:00,abruzzo,1,2,16,1
2020-09-29T00:00:00,abruzzo,1,4,13,0
2020-09-30T00:00:00,abruzzo,0,3,32,1
2020-10-01T00:00:00,abruzzo,0,4,39,0
2020-10-02T00:00:00,abruzzo,0,7,34,0
2020-10-03T00:00:00,abruzzo,0,7,31,0
2020-10-04T00:00:00,abruzzo,0,5,28,0
2020-10-05T00:00:00,abruzzo,1,5,35,0
2020-10-06T00:00:00,abruzzo,0,6,69,0
2020-10-07T00:00:00,abruzzo,0,8,55,2
2020-10-08T00:00:00,abruzzo,0,9,52,1
2020-10-09T00:00:00,abruzzo,1,8,68,0
2020-10-10T00:00:00,abruzzo,0,8,77,1
2020-10-11T00:00:00,abruzzo,0,12,69,2
2020-10-12T00:00:00,abruzzo,1,13,80,3
2020-10-13T00:00:00,abruzzo,0,11,78,0
2020-10-14T00:00:00,abruzzo,0,10,82,0
2020-10-15T00:00:00,abruzzo,1,17,87,0
2020-10-16T00:00:00,abruzzo,1,9,122,1
2020-10-17T00:00:00,abruzzo,1,15,110,0
2020-10-18T00:00:00,abruzzo,0,14,99,2
2020-10-19T00:00:00,abruzzo,1,30,145,2
2020-10-20T00:00:00,abruzzo,2,20,197,2
2020-10-21T00:00:00,abruzzo,3,14,145,3
2020-10-22T00:00:00,abruzzo,0,16,195,4
2020-10-23T00:00:00,abruzzo,1,22,192,0
2020-10-24T00:00:00,abruzzo,3,23,170,4
2020-10-25T00:00:00,abruzzo,2,27,205,5
2020-10-26T00:00:00,abruzzo,0,27,264,1
2020-10-27T00:00:00,abruzzo,2,32,217,5
2020-10-28T00:00:00,abruzzo,4,26,257,1
2020-10-29T00:00:00,abruzzo,2,33,232,3
2020-10-30T00:00:00,abruzzo,3,27,277,3
2020-10-31T00:00:00,abruzzo,3,40,285,2
2020-11-01T00:00:00,abruzzo,2,33,381,2
2020-11-02T00:00:00,abruzzo,4,34,388,8
2020-11-03T00:00:00,abruzzo,6,35,338,5
2020-11-04T00:00:00,abruzzo,1,29,376,0
2020-11-05T00:00:00,abruzzo,4,31,328,6
2020-11-06T00:00:00,abruzzo,5,31,290,3
2020-11-07T00:00:00,abruzzo,4,48,340,3
2020-11-08T00:00:00,abruzzo,4,28,325,3
2020-11-09T00:00:00,abruzzo,3,36,370,5
2020-11-10T00:00:00,abruzzo,4,51,401,3
2020-11-11T00:00:00,abruzzo,7,25,361,5
2020-11-12T00:00:00,abruzzo,8,56,315,6
2020-11-13T00:00:00,abruzzo,4,41,293,4
2020-11-14T00:00:00,abruzzo,4,39,284,4
2020-11-15T00:00:00,abruzzo,5,37,296,5
2020-11-16T00:00:00,abruzzo,3,33,289,5
2020-11-17T00:00:00,abruzzo,5,50,273,6
2020-11-18T00:00:00,abruzzo,3,38,291,6
2020-11-19T00:00:00,abruzzo,6,32,209,8
2020-11-20T00:00:00,abruzzo,6,33,306,2
2020-11-21T00:00:00,abruzzo,3,28,200,0
2020-11-22T00:00:00,abruzzo,5,31,159,2
2020-11-23T00:00:00,abruzzo,6,27,254,4
2020-11-24T00:00:00,abruzzo,10,33,178,6
2020-11-25T00:00:00,abruzzo,6,33,276,3
2020-11-26T00:00:00,abruzzo,3,26,196,4
2020-11-27T00:00:00,abruzzo,3,24,223,3
2020-11-28T00:00:00,abruzzo,6,22,151,2
2020-11-29T00:00:00,abruzzo,4,22,107,3
2020-11-30T00:00:00,abruzzo,4,22,224,2
2020-12-01T00:00:00,abruzzo,8,21,212,3
2020-12-02T00:00:00,abruzzo,6,28,185,5
2020-12-03T00:00:00,abruzzo,5,21,144,2
2020-12-04T00:00:00,abruzzo,2,23,126,5
2020-12-05T00:00:00,abruzzo,4,22,124,2
2020-12-06T00:00:00,abruzzo,4,16,114,4
2020-12-07T00:00:00,abruzzo,7,22,134,2
2020-12-08T00:00:00,abruzzo,6,11,126,3
2020-12-09T00:00:00,abruzzo,6,24,109,4
2020-12-10T00:00:00,abruzzo,4,27,120,5
2020-12-11T00:00:00,abruzzo,4,19,87,1
2020-12-12T00:00:00,abruzzo,9,11,95,2
2020-12-13T00:00:00,abruzzo,6,18,80,4
2020-12-14T00:00:00,abruzzo,12,11,89,2
2020-12-15T00:00:00,abruzzo,3,20,99,2
2020-12-16T00:00:00,abruzzo,7,19,105,0
2020-12-17T00:00:00,abruzzo,5,22,88,3
2020-12-18T00:00:00,abruzzo,6,18,90,1
2020-12-19T00:00:00,abruzzo,2,17,89,0
2020-12-20T00:00:00,abruzzo,3,11,116,3
2020-12-21T00:00:00,abruzzo,2,13,100,4
2020-12-22T00:00:00,abruzzo,3,8,113,2
2020-12-23T00:00:00,abruzzo,5,13,117,1
2020-12-24T00:00:00,abruzzo,2,19,131,0
2020-12-25T00:00:00,abruzzo,1,7,119,2
2020-12-26T00:00:00,abruzzo,3,11,127,1
2020-12-27T00:00:00,abruzzo,3,24,145,1
2020-12-28T00:00:00,abruzzo,1,13,146,2
2020-12-29T00:00:00,abruzzo,4,9,136,1
2020-12-30T00:00:00,abruzzo,2,17,145,2
2020-12-31T00:00:00,abruzzo,0,20,142,3
2021-01-01T00:00:00,abruzzo,2,17,149,1
2021-01-02T00:00:00,abruzzo,1,32,165,3
2021-01-03T00:00:00,abruzzo,2,29,147,1
2021-01-04T00:00:00,abruzzo,1,28,202,3
2021-01-05T00:00:00,abruzzo,4,22,142,2
2021-01-06T00:00:00,abruzzo,7,15,127,1
2021-01-07T00:00:00,abruzzo,2,18,129,4
2021-01-08T00:00:00,abruzzo,4,16,121,4
2021-01-09T00:00:00,abruzzo,1,14,137,3
2021-01-10T00:00:00,abruzzo,3,18,121,0
2021-01-11T00:00:00,abruzzo,5,16,124,1
2021-01-12T00:00:00,abruzzo,1,16,96,2
2021-01-13T00:00:00,abruzzo,4,23,103,2
2021-01-14T00:00:00,abruzzo,3,7,107,1
2021-01-15T00:00:00,abruzzo,2,14,107,4
2021-01-16T00:00:00,abruzzo,5,18,111,0
2021-01-17T00:00:00,abruzzo,2,17,106,6
2021-01-18T00:00:00,abruzzo,3,14,139,1
2021-01-19T00:00:00,abruzzo,1,24,117,4
2021-01-20T00:00:00,abruzzo,5,14,152,3
2021-01-21T00:00:00,abruzzo,4,25,133,5
2021-01-22T00:00:00,abruzzo,4,10,176,0
2021-01-23T00:00:00,abruzzo,4,13,180,4
2021-01-24T00:00:00,abruzzo,4,4,158,1
2021-01-25T00:00:00,abruzzo,3,12,209,2
2021-01-26T00:00:00,abruzzo,2,11,187,0
2021-01-27T00:00:00,abruzzo,3,16,187,3
2021-01-28T00:00:00,abruzzo,3,18,185,3
2021-01-29T00:00:00,abruzzo,0,20,214,5
2021-01-30T00:00:00,abruzzo,2,26,185,3
2021-01-31T00:00:00,abruzzo,3,16,222,2
2021-02-01T00:00:00,abruzzo,3,24,271,2
2021-02-02T00:00:00,abruzzo,3,19,229,3
2021-02-03T00:00:00,abruzzo,4,46,243,4
2021-02-04T00:00:00,abruzzo,2,25,240,6
2021-02-05T00:00:00,abruzzo,6,24,246,5
2021-02-06T00:00:00,abruzzo,4,24,279,6
2021-02-07T00:00:00,abruzzo,0,17,242,3
2021-02-08T00:00:00,abruzzo,5,26,309,2
2021-02-09T00:00:00,abruzzo,3,21,243,4
2021-02-10T00:00:00,abruzzo,4,32,281,4
2021-02-11T00:00:00,abruzzo,6,20,204,4
2021-02-12T00:00:00,abruzzo,5,42,238,2
2021-02-13T00:00:00,abruzzo,2,19,237,2
2021-02-14T00:00:00,abruzzo,2,19,233,5
2021-02-15T00:00:00,abruzzo,4,34,280,12
2021-02-16T00:00:00,abruzzo,2,31,265,2
2021-02-17T00:00:00,abruzzo,6,40,234,10
2021-02-18T00:00:00,abruzzo,3,35,278,5
2021-02-19T00:00:00,abruzzo,4,37,271,7
2021-02-20T00:00:00,abruzzo,8,37,276,4
2021-02-21T00:00:00,abruzzo,6,23,247,3
2021-02-22T00:00:00,abruzzo,5,28,344,12
2021-02-23T00:00:00,abruzzo,9,39,250,5
2021-02-24T00:00:00,abruzzo,3,30,252,4
2021-02-25T00:00:00,abruzzo,6,20,258,6
2021-02-26T00:00:00,abruzzo,5,33,254,3
2021-02-27T00:00:00,abruzzo,0,36,276,6
2021-02-28T00:00:00,abruzzo,5,20,225,4
2021-03-01T00:00:00,abruzzo,5,31,311,2
2021-03-02T00:00:00,abruzzo,7,34,250,9
2021-03-03T00:00:00,abruzzo,10,26,258,5
2021-03-04T00:00:00,abruzzo,2,48,230,4
2021-03-05T00:00:00,abruzzo,11,30,227,8
2021-03-06T00:00:00,abruzzo,2,26,233,6
2021-03-07T00:00:00,abruzzo,3,29,192,3
2021-03-08T00:00:00,abruzzo,4,32,256,9
2021-03-09T00:00:00,abruzzo,8,21,222,5
2021-03-10T00:00:00,abruzzo,7,35,246,9
2021-03-11T00:00:00,abruzzo,10,31,205,7
2021-03-12T00:00:00,abruzzo,8,39,216,12
2021-03-13T00:00:00,abruzzo,6,32,182,5
2021-03-14T00:00:00,abruzzo,2,32,175,2
2021-03-15T00:00:00,abruzzo,5,25,217,4
2021-03-16T00:00:00,abruzzo,9,35,177,7
2021-03-17T00:00:00,abruzzo,6,35,160,3
2021-03-18T00:00:00,abruzzo,8,38,175,5
2021-03-19T00:00:00,abruzzo,12,38,147,6
2021-03-20T00:00:00,abruzzo,4,29,174,1
2021-03-21T00:00:00,abruzzo,6,31,147,7
2021-03-22T00:00:00,abruzzo,3,32,222,4
2021-03-23T00:00:00,abruzzo,6,30,191,5
2021-03-24T00:00:00,abruzzo,5,29,160,3
2021-03-25T00:00:00,abruzzo,4,23,187,6
2021-03-26T00:00:00,abruzzo,3,33,166,3
2021-03-27T00:00:00,abruzzo,7,25,172,1
2021-03-28T00:00:00,abruzzo,12,26,162,5
2021-03-29T00:00:00,abruzzo,5,25,171,2
2021-03-30T00:00:00,abruzzo,7,19,165,6
2021-03-31T00:00:00,abruzzo,5,21,173,6
2021-04-01T00:00:00,abruzzo,6,35,142,4
2021-04-02T00:00:00,abruzzo,3,31,151,4
2021-04-03T00:00:00,abruzzo,1,29,131,2
2021-04-04T00:00:00,abruzzo,1,23,112,1
2021-04-05T00:00:00,abruzzo,6,19,126,4
2021-04-06T00:00:00,abruzzo,0,28,146,5
2021-04-07T00:00:00,abruzzo,2,27,158,3
2021-04-08T00:00:00,abruzzo,3,26,133,3
2021-04-09T00:00:00,abruzzo,10,25,108,3
2021-04-10T00:00:00,abruzzo,2,24,110,4
2021-04-11T00:00:00,abruzzo,4,18,83,2
2021-04-12T00:00:00,abruzzo,6,22,118,5
2021-04-13T00:00:00,abruzzo,5,27,121,5
2021-04-14T00:00:00,abruzzo,2,17,101,3
2021-04-15T00:00:00,abruzzo,8,23,94,1
2021-04-16T00:00:00,abruzzo,3,27,103,2
2021-04-17T00:00:00,abruzzo,7,16,92,4
2021-04-18T00:00:00,abruzzo,3,11,87,0
2021-04-19T00:00:00,abruzzo,2,9,98,1
2021-04-20T00:00:00,abruzzo,0,16,92,1
2021-04-21T00:00:00,abruzzo,4,23,94,2
2021-04-22T00:00:00,abruzzo,0,17,94,2
2021-04-23T00:00:00,abruzzo,3,19,88,1
2021-04-24T00:00:00,abruzzo,2,14,96,1
2021-04-25T00:00:00,abruzzo,1,7,84,1
2021-04-26T00:00:00,abruzzo,0,13,95,0
2021-04-27T00:00:00,abruzzo,2,13,100,1
2021-04-28T00:00:00,abruzzo,2,21,108,2
2021-04-29T00:00:00,abruzzo,5,12,89,2
2021-04-30T00:00:00,abruzzo,3,8,76,2
2021-05-01T00:00:00,abruzzo,1,12,89,0
2021-05-02T00:00:00,abruzzo,2,15,74,3
2021-05-03T00:00:00,abruzzo,3,13,106,0
2021-05-04T00:00:00,abruzzo,3,11,89,5
2021-05-05T00:00:00,abruzzo,0,12,71,1
2021-05-06T00:00:00,abruzzo,1,12,78,0
2021-05-07T00:00:00,abruzzo,2,11,74,1
2021-05-08T00:00:00,abruzzo,1,13,64,1
2021-05-09T00:00:00,abruzzo,3,10,52,2
2021-05-10T00:00:00,abruzzo,3,8,76,0
2021-05-11T00:00:00,abruzzo,1,8,68,0
2021-05-12T00:00:00,abruzzo,3,13,55,0
2021-05-13T00:00:00,abruzzo,0,9,41,1
2021-05-14T00:00:00,abruzzo,0,8,38,0
2021-05-15T00:00:00,abruzzo,1,9,52,2
2021-05-16T00:00:00,abruzzo,0,8,41,1
2021-05-17T00:00:00,abruzzo,3,6,41,0
2021-05-18T00:00:00,abruzzo,1,10,33,2
2021-05-19T00:00:00,abruzzo,0,5,26,1
2021-05-20T00:00:00,abruzzo,0,7,42,0
2021-05-21T00:00:00,abruzzo,2,8,26,3
2021-05-22T00:00:00,abruzzo,1,8,25,0
2021-05-23T00:00:00,abruzzo,0,9,23,1
2021-05-24T00:00:00,abruzzo,1,7,22,0
2021-05-25T00:00:00,abruzzo,1,7,23,1
2021-05-26T00:00:00,abruzzo,1,7,28,1
2021-05-27T00:00:00,abruzzo,0,3,24,0
2021-05-28T00:00:00,abruzzo,1,6,22,0
2021-05-29T00:00:00,abruzzo,0,4,20,0
2021-05-30T00:00:00,abruzzo,1,4,14,1
2021-05-31T00:00:00,abruzzo,2,3,19,2
2021-06-01T00:00:00,abruzzo,0,5,32,0
2021-06-02T00:00:00,abruzzo,0,0,16,0
2021-06-03T00:00:00,abruzzo,1,2,23,0
2021-06-04T00:00:00,abruzzo,1,2,14,0
2021-06-05T00:00:00,abruzzo,0,1,14,0
2021-06-06T00:00:00,abruzzo,3,2,9,0
2021-06-07T00:00:00,abruzzo,1,3,16,0
2021-06-08T00:00:00,abruzzo,0,5,18,
2021-06-09T00:00:00,abruzzo,,4,13,
2021-06-10T00:00:00,abruzzo,,1,17,
2021-06-11T00:00:00,abruzzo,,3,12,
2021-06-12T00:00:00,abruzzo,,2,9,
2021-06-13T00:00:00,abruzzo,,2,8,
2021-06-14T00:00:00,abruzzo,,4,13,
2021-06-15T00:00:00,abruzzo,,2,13,
2021-06-16T00:00:00,abruzzo,,3,11,
2021-06-17T00:00:00,abruzzo,,0,13,
2021-06-18T00:00:00,abruzzo,,1,12,
2021-06-19T00:00:00,abruzzo,,1,9,
2021-06-20T00:00:00,abruzzo,,1,10,
2021-06-21T00:00:00,abruzzo,,2,17,
2021-06-22T00:00:00,abruzzo,,3,15,
2021-06-23T00:00:00,abruzzo,,0,12,
2021-06-24T00:00:00,abruzzo,,0,12,
2021-06-25T00:00:00,abruzzo,,1,13,
2021-06-26T00:00:00,abruzzo,,1,14,
2021-06-27T00:00:00,abruzzo,,2,20,
2021-06-28T00:00:00,abruzzo,,1,19,
2021-06-29T00:00:00,abruzzo,,2,21,
2021-06-30T00:00:00,abruzzo,,1,14,
2021-07-01T00:00:00,abruzzo,,1,27,
2020-02-26T00:00:00,basilicata,,,2,
2020-02-27T00:00:00,basilicata,,,1,
2020-02-28T00:00:00,basilicata,,,0,
2020-02-29T00:00:00,basilicata,,,0,
2020-03-01T00:00:00,basilicata,,,1,
2020-03-02T00:00:00,basilicata,,,2,
2020-03-03T00:00:00,basilicata,,,0,
2020-03-04T00:00:00,basilicata,,,2,
2020-03-05T00:00:00,basilicata,,,2,
2020-03-06T00:00:00,basilicata,,2,2,
2020-03-07T00:00:00,basilicata,,0,1,
2020-03-08T00:00:00,basilicata,,0,2,
2020-03-09T00:00:00,basilicata,,0,3,
2020-03-10T00:00:00,basilicata,,0,6,
2020-03-11T00:00:00,basilicata,,1,1,
