X,Y,OBJECTID,COD_ISTATN,NOME_COM,NOME_PRO,SIG_PRO,NOME_REG,COORDX,COORDY,OBJECTID_1,DATA_RICEVIMENTO_TAMPONE,POSITIVI,DECEDUTI,FID
9.47977856,45.54174248,"303","3015114",INZAGO,MILANO,MI,LOMBARDIA,9.47977856,45.54174248,"303","1582934400000","1","0","498"
9.47977856,45.54174248,"303","3015114",INZAGO,MILANO,MI,LOMBARDIA,9.47977856,45.54174248,"303","1583280000000","1","0","499"
9.47977856,45.54174248,"303","3015114",INZAGO,MILANO,MI,LOMBARDIA,9.47977856,45.54174248,"303","1583712000000","1","0","500"
9.47977856,45.54174248,"303","3015114",INZAGO,MILANO,MI,LOMBARDIA,9.47977856,45.54174248,"303","1583971200000","3","1","501"
9.15734501,45.32142305,"398","3015115",LACCHIARELLA,MILANO,MI,LOMBARDIA,9.15734501,45.32142305,"398","1583539200000","1","0","502"
9.02573692,45.56607946,"680","3015116",LAINATE,MILANO,MI,LOMBARDIA,9.02573692,45.56607946,"680","1583366400000","1","0","503"
9.02573692,45.56607946,"680","3015116",LAINATE,MILANO,MI,LOMBARDIA,9.02573692,45.56607946,"680","1583452800000","2","0","504"
9.02573692,45.56607946,"680","3015116",LAINATE,MILANO,MI,LOMBARDIA,9.02573692,45.56607946,"680","1583625600000","1","0","505"
9.02573692,45.56607946,"680","3015116",LAINATE,MILANO,MI,LOMBARDIA,9.02573692,45.56607946,"680","1583798400000","2","0","506"
8.90725331,45.59349408,"1428","3015118",LEGNANO,MILANO,MI,LOMBARDIA,8.90725331,45.59349408,"1428","1582761600000","1","0","507"
8.90725331,45.59349408,"1428","3015118",LEGNANO,MILANO,MI,LOMBARDIA,8.90725331,45.59349408,"1428","1583280000000","1","0","508"
8.90725331,45.59349408,"1428","3015118",LEGNANO,MILANO,MI,LOMBARDIA,8.90725331,45.59349408,"1428","1583452800000","1","0","509"
8.90725331,45.59349408,"1428","3015118",LEGNANO,MILANO,MI,LOMBARDIA,8.90725331,45.59349408,"1428","1583539200000","4","0","510"
8.90725331,45.59349408,"1428","3015118",LEGNANO,MILANO,MI,LOMBARDIA,8.90725331,45.59349408,"1428","1583625600000","0","1","511"
8.90725331,45.59349408,"1428","3015118",LEGNANO,MILANO,MI,LOMBARDIA,8.90725331,45.59349408,"1428","1583712000000","4","0","512"
8.90725331,45.59349408,"1428","3015118",LEGNANO,MILANO,MI,LOMBARDIA,8.90725331,45.59349408,"1428","1583798400000","3","0","513"
8.90725331,45.59349408,"1428","3015118",LEGNANO,MILANO,MI,LOMBARDIA,8.90725331,45.59349408,"1428","1583884800000","1","0","514"
8.90725331,45.59349408,"1428","3015118",LEGNANO,MILANO,MI,LOMBARDIA,8.90725331,45.59349408,"1428","1583971200000","1","0","515"
9.41128564,45.47501972,"841","3015122",LISCATE,MILANO,MI,LOMBARDIA,9.41128564,45.47501972,"841","1583971200000","1","0","516"
9.22978928,45.35834762,"759","3015125",LOCATE DI TRIULZI,MILANO,MI,LOMBARDIA,9.22978928,45.35834762,"759","1582761600000","1","0","517"
9.22978928,45.35834762,"759","3015125",LOCATE DI TRIULZI,MILANO,MI,LOMBARDIA,9.22978928,45.35834762,"759","1582934400000","1","0","518"
9.22978928,45.35834762,"759","3015125",LOCATE DI TRIULZI,MILANO,MI,LOMBARDIA,9.22978928,45.35834762,"759","1583366400000","1","0","519"
9.22978928,45.35834762,"759","3015125",LOCATE DI TRIULZI,MILANO,MI,LOMBARDIA,9.22978928,45.35834762,"759","1583452800000","2","0","520"
9.22978928,45.35834762,"759","3015125",LOCATE DI TRIULZI,MILANO,MI,LOMBARDIA,9.22978928,45.35834762,"759","1583539200000","1","0","521"
9.22978928,45.35834762,"759","3015125",LOCATE DI TRIULZI,MILANO,MI,LOMBARDIA,9.22978928,45.35834762,"759","1583798400000","1","0","522"
8.86258789,45.45346493,"902","3015130",MAGENTA,MILANO,MI,LOMBARDIA,8.86258789,45.45346493,"902","1583452800000","2","0","523"
8.86258789,45.45346493,"902","3015130",MAGENTA,MILANO,MI,LOMBARDIA,8.86258789,45.45346493,"902","1583539200000","1","0","524"
8.86258789,45.45346493,"902","3015130",MAGENTA,MILANO,MI,LOMBARDIA,8.86258789,45.45346493,"902","1583712000000","2","0","525"
8.86258789,45.45346493,"902","3015130",MAGENTA,MILANO,MI,LOMBARDIA,8.86258789,45.45346493,"902","1583884800000","3","0","526"
8.80921745,45.57676137,"332","3015131",MAGNAGO,MILANO,MI,LOMBARDIA,8.80921745,45.57676137,"332","1583280000000","1","0","527"
8.80921745,45.57676137,"332","3015131",MAGNAGO,MILANO,MI,LOMBARDIA,8.80921745,45.57676137,"332","1583798400000","1","0","528"
8.86949691,45.48637384,"678","3015134",MARCALLO CON CASONE,MILANO,MI,LOMBARDIA,8.86949691,45.48637384,"678","1583625600000","1","0","529"
9.33838871,45.40996897,"1343","3015139",MEDIGLIA,MILANO,MI,LOMBARDIA,9.33838871,45.40996897,"1343","1583193600000","0","3","530"
9.33838871,45.40996897,"1343","3015139",MEDIGLIA,MILANO,MI,LOMBARDIA,9.33838871,45.40996897,"1343","1583366400000","1","1","531"
9.33838871,45.40996897,"1343","3015139",MEDIGLIA,MILANO,MI,LOMBARDIA,9.33838871,45.40996897,"1343","1583539200000","16","0","532"
9.33838871,45.40996897,"1343","3015139",MEDIGLIA,MILANO,MI,LOMBARDIA,9.33838871,45.40996897,"1343","1583625600000","15","0","533"
9.33838871,45.40996897,"1343","3015139",MEDIGLIA,MILANO,MI,LOMBARDIA,9.33838871,45.40996897,"1343","1583798400000","2","0","534"
9.32009463,45.3553359,"154","3015140",MELEGNANO,MILANO,MI,LOMBARDIA,9.32009463,45.3553359,"154","1582675200000","1","0","535"
9.32009463,45.3553359,"154","3015140",MELEGNANO,MILANO,MI,LOMBARDIA,9.32009463,45.3553359,"154","1582761600000","0","1","536"
9.32009463,45.3553359,"154","3015140",MELEGNANO,MILANO,MI,LOMBARDIA,9.32009463,45.3553359,"154","1583020800000","1","0","537"
9.32009463,45.3553359,"154","3015140",MELEGNANO,MILANO,MI,LOMBARDIA,9.32009463,45.3553359,"154","1583193600000","1","1","538"
9.32009463,45.3553359,"154","3015140",MELEGNANO,MILANO,MI,LOMBARDIA,9.32009463,45.3553359,"154","1583625600000","2","0","539"
8.90951979,45.5706181,"278","3015194",SAN GIORGIO SU LEGNANO,MILANO,MI,LOMBARDIA,8.90951979,45.5706181,"278","1583712000000","1","0","540"
9.32009463,45.3553359,"154","3015140",MELEGNANO,MILANO,MI,LOMBARDIA,9.32009463,45.3553359,"154","1583798400000","1","0","541"
9.42537684,45.49818665,"430","3015142",MELZO,MILANO,MI,LOMBARDIA,9.42537684,45.49818665,"430","1582675200000","1","0","542"
9.42537684,45.49818665,"430","3015142",MELZO,MILANO,MI,LOMBARDIA,9.42537684,45.49818665,"430","1582934400000","1","0","543"
9.42537684,45.49818665,"430","3015142",MELZO,MILANO,MI,LOMBARDIA,9.42537684,45.49818665,"430","1583280000000","1","0","544"
9.42537684,45.49818665,"430","3015142",MELZO,MILANO,MI,LOMBARDIA,9.42537684,45.49818665,"430","1583366400000","1","0","545"
9.42537684,45.49818665,"430","3015142",MELZO,MILANO,MI,LOMBARDIA,9.42537684,45.49818665,"430","1583971200000","2","0","546"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1582243200000","1","0","547"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1582329600000","2","0","548"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1582416000000","1","0","549"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1582502400000","3","0","550"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1582588800000","1","0","551"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1582675200000","3","0","552"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1582761600000","6","1","553"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1582848000000","8","0","554"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1582934400000","9","1","555"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1583020800000","9","0","556"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1583107200000","29","2","557"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1583193600000","21","5","558"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1583280000000","43","7","559"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1583366400000","31","1","560"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1583452800000","40","1","561"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1583539200000","35","3","562"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1583625600000","35","2","563"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1583712000000","65","1","564"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1583798400000","93","0","565"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1583884800000","67","0","566"
9.17312737,45.46838075,"264","3015146",MILANO,MILANO,MI,LOMBARDIA,9.17312737,45.46838075,"264","1583971200000","21","0","567"
8.9889234,45.28411721,"854","3015151",MOTTA VISCONTI,MILANO,MI,LOMBARDIA,8.9889234,45.28411721,"854","1583625600000","1","0","568"
8.97968931,45.55207049,"1381","3015154",NERVIANO,MILANO,MI,LOMBARDIA,8.97968931,45.55207049,"1381","1583539200000","1","0","569"
8.97968931,45.55207049,"1381","3015154",NERVIANO,MILANO,MI,LOMBARDIA,8.97968931,45.55207049,"1381","1583971200000","1","0","570"
9.14020399,45.53185893,"246","3015157",NOVATE MILANESE,MILANO,MI,LOMBARDIA,9.14020399,45.53185893,"246","1583107200000","1","0","571"
9.14020399,45.53185893,"246","3015157",NOVATE MILANESE,MILANO,MI,LOMBARDIA,9.14020399,45.53185893,"246","1583366400000","2","0","572"
9.14020399,45.53185893,"246","3015157",NOVATE MILANESE,MILANO,MI,LOMBARDIA,9.14020399,45.53185893,"246","1583452800000","1","0","573"
8.84205956,45.60616458,"480","3012026",BUSTO ARSIZIO,VARESE,VA,LOMBARDIA,8.84205956,45.60616458,"480","1583193600000","1","0","574"
8.84205956,45.60616458,"480","3012026",BUSTO ARSIZIO,VARESE,VA,LOMBARDIA,8.84205956,45.60616458,"480","1583280000000","0","1","575"
8.84205956,45.60616458,"480","3012026",BUSTO ARSIZIO,VARESE,VA,LOMBARDIA,8.84205956,45.60616458,"480","1583452800000","0","1","576"
8.84205956,45.60616458,"480","3012026",BUSTO ARSIZIO,VARESE,VA,LOMBARDIA,8.84205956,45.60616458,"480","1583539200000","1","0","577"
8.84205956,45.60616458,"480","3012026",BUSTO ARSIZIO,VARESE,VA,LOMBARDIA,8.84205956,45.60616458,"480","1583625600000","4","0","578"
8.84205956,45.60616458,"480","3012026",BUSTO ARSIZIO,VARESE,VA,LOMBARDIA,8.84205956,45.60616458,"480","1583798400000","2","0","579"
8.84205956,45.60616458,"480","3012026",BUSTO ARSIZIO,VARESE,VA,LOMBARDIA,8.84205956,45.60616458,"480","1583884800000","2","0","580"
8.84205956,45.60616458,"480","3012026",BUSTO ARSIZIO,VARESE,VA,LOMBARDIA,8.84205956,45.60616458,"480","1583971200000","1","0","581"
8.85905468,45.6892472,"1479","3012029",CAIRATE,VARESE,VA,LOMBARDIA,8.85905468,45.6892472,"1479","1583884800000","1","0","582"
8.75682761,45.64513205,"1043","3012032",CARDANO AL CAMPO,VARESE,VA,LOMBARDIA,8.75682761,45.64513205,"1043","1583366400000","1","0","583"
9.046224,45.59526539,"1419","3012034",CARONNO PERTUSELLA,VARESE,VA,LOMBARDIA,9.046224,45.59526539,"1419","1583020800000","1","0","584"
9.046224,45.59526539,"1419","3012034",CARONNO PERTUSELLA,VARESE,VA,LOMBARDIA,9.046224,45.59526539,"1419","1583193600000","2","0","585"
9.046224,45.59526539,"1419","3012034",CARONNO PERTUSELLA,VARESE,VA,LOMBARDIA,9.046224,45.59526539,"1419","1583280000000","3","0","586"
9.046224,45.59526539,"1419","3012034",CARONNO PERTUSELLA,VARESE,VA,LOMBARDIA,9.046224,45.59526539,"1419","1583366400000","1","0","587"
9.046224,45.59526539,"1419","3012034",CARONNO PERTUSELLA,VARESE,VA,LOMBARDIA,9.046224,45.59526539,"1419","1583452800000","3","0","588"
9.046224,45.59526539,"1419","3012034",CARONNO PERTUSELLA,VARESE,VA,LOMBARDIA,9.046224,45.59526539,"1419","1583539200000","3","0","589"
9.046224,45.59526539,"1419","3012034",CARONNO PERTUSELLA,VARESE,VA,LOMBARDIA,9.046224,45.59526539,"1419","1583625600000","1","1","590"
9.046224,45.59526539,"1419","3012034",CARONNO PERTUSELLA,VARESE,VA,LOMBARDIA,9.046224,45.59526539,"1419","1583712000000","1","1","591"
9.046224,45.59526539,"1419","3012034",CARONNO PERTUSELLA,VARESE,VA,LOMBARDIA,9.046224,45.59526539,"1419","1583798400000","1","0","592"
9.046224,45.59526539,"1419","3012034",CARONNO PERTUSELLA,VARESE,VA,LOMBARDIA,9.046224,45.59526539,"1419","1583884800000","2","0","593"
8.7426894,45.66433744,"296","3012039",CASORATE SEMPIONE,VARESE,VA,LOMBARDIA,8.7426894,45.66433744,"296","1583539200000","1","0","594"
8.7426894,45.66433744,"296","3012039",CASORATE SEMPIONE,VARESE,VA,LOMBARDIA,8.7426894,45.66433744,"296","1583798400000","1","0","595"
8.829396,45.66846476,"506","3012040",CASSANO MAGNAGO,VARESE,VA,LOMBARDIA,8.829396,45.66846476,"506","1583020800000","2","0","596"
8.829396,45.66846476,"506","3012040",CASSANO MAGNAGO,VARESE,VA,LOMBARDIA,8.829396,45.66846476,"506","1583712000000","1","0","597"
8.829396,45.66846476,"506","3012040",CASSANO MAGNAGO,VARESE,VA,LOMBARDIA,8.829396,45.66846476,"506","1583798400000","2","0","598"
8.829396,45.66846476,"506","3012040",CASSANO MAGNAGO,VARESE,VA,LOMBARDIA,8.829396,45.66846476,"506","1583971200000","1","0","599"
8.89919542,45.61158116,"663","3012042",CASTELLANZA,VARESE,VA,LOMBARDIA,8.89919542,45.61158116,"663","1583020800000","1","0","600"
8.81056832,45.75272865,"1065","3012047",CASTRONNO,VARESE,VA,LOMBARDIA,8.81056832,45.75272865,"1065","1583539200000","1","0","601"
8.79732654,45.69312552,"969","3012048",CAVARIA CON PREMEZZO,VARESE,VA,LOMBARDIA,8.79732654,45.69312552,"969","1583625600000","1","0","602"
8.96422505,45.65344268,"1336","3012050",CISLAGO,VARESE,VA,LOMBARDIA,8.96422505,45.65344268,"1336","1582675200000","1","0","603"
8.96422505,45.65344268,"1336","3012050",CISLAGO,VARESE,VA,LOMBARDIA,8.96422505,45.65344268,"1336","1583107200000","1","0","604"
8.96422505,45.65344268,"1336","3012050",CISLAGO,VARESE,VA,LOMBARDIA,8.96422505,45.65344268,"1336","1583712000000","1","0","605"
8.96422505,45.65344268,"1336","3012050",CISLAGO,VARESE,VA,LOMBARDIA,8.96422505,45.65344268,"1336","1583798400000","1","0","606"
8.6776873,45.77235616,"280","3012054",COMABBIO,VARESE,VA,LOMBARDIA,8.6776873,45.77235616,"280","1583884800000","1","0","607"
8.86559153,45.66665321,"1116","3012067",FAGNANO OLONA,VARESE,VA,LOMBARDIA,8.86559153,45.66665321,"1116","1583107200000","1","0","608"
8.73902645,45.61926129,"565","3012068",FERNO,VARESE,VA,LOMBARDIA,8.73902645,45.61926129,"565","1583712000000","1","0","609"
8.73902645,45.61926129,"565","3012068",FERNO,VARESE,VA,LOMBARDIA,8.73902645,45.61926129,"565","1583884800000","1","0","610"
8.73902645,45.61926129,"565","3012068",FERNO,VARESE,VA,LOMBARDIA,8.73902645,45.61926129,"565","1583971200000","1","0","611"
8.79328838,45.66274024,"514","3012070",GALLARATE,VARESE,VA,LOMBARDIA,8.79328838,45.66274024,"514","1583798400000","2","0","612"
8.79328838,45.66274024,"514","3012070",GALLARATE,VARESE,VA,LOMBARDIA,8.79328838,45.66274024,"514","1583884800000","2","0","613"
8.79328838,45.66274024,"514","3012070",GALLARATE,VARESE,VA,LOMBARDIA,8.79328838,45.66274024,"514","1583971200000","1","0","614"
8.83190864,45.77913318,"510","3012073",GAZZADA SCHIANNO,VARESE,VA,LOMBARDIA,8.83190864,45.77913318,"510","1583625600000","1","0","615"
8.83190864,45.77913318,"510","3012073",GAZZADA SCHIANNO,VARESE,VA,LOMBARDIA,8.83190864,45.77913318,"510","1583712000000","1","0","616"
8.99026116,45.6345538,"860","3012075",GERENZANO,VARESE,VA,LOMBARDIA,8.99026116,45.6345538,"860","1582588800000","1","0","617"
8.99026116,45.6345538,"860","3012075",GERENZANO,VARESE,VA,LOMBARDIA,8.99026116,45.6345538,"860","1583712000000","1","0","618"
8.66378764,45.69704191,"299","3012077",GOLASECCA,VARESE,VA,LOMBARDIA,8.66378764,45.69704191,"299","1583107200000","1","0","619"
8.91384465,45.64819422,"1104","3012079",GORLA MINORE,VARESE,VA,LOMBARDIA,8.91384465,45.64819422,"1104","1583539200000","1","0","620"
8.72990861,45.78621419,"803","3012082",INARZO,VARESE,VA,LOMBARDIA,8.72990861,45.78621419,"803","1583798400000","1","0","621"
8.83595247,45.85673639,"568","3012083",INDUNO OLONA,VARESE,VA,LOMBARDIA,8.83595247,45.85673639,"568","1583452800000","1","0","622"
8.83595247,45.85673639,"568","3012083",INDUNO OLONA,VARESE,VA,LOMBARDIA,8.83595247,45.85673639,"568","1583539200000","0","1","623"
8.83595247,45.85673639,"568","3012083",INDUNO OLONA,VARESE,VA,LOMBARDIA,8.83595247,45.85673639,"568","1583884800000","1","0","624"
8.61510914,45.81336219,"790","3012084",ISPRA,VARESE,VA,LOMBARDIA,8.61510914,45.81336219,"790","1583884800000","1","0","625"
8.79285716,45.70748633,"392","3012085",JERAGO CON ORAGO,VARESE,VA,LOMBARDIA,8.79285716,45.70748633,"392","1583884800000","1","0","626"
8.86277632,45.95744465,"800","3012086",LAVENA PONTE TRESA,VARESE,VA,LOMBARDIA,8.86277632,45.95744465,"800","1583798400000","1","0","627"
8.88231935,45.79722656,"1145","3012096",MALNATE,VARESE,VA,LOMBARDIA,8.88231935,45.79722656,"1145","1583971200000","1","0","628"
8.83370928,45.76284973,"338","3012105",MORAZZONE,VARESE,VA,LOMBARDIA,8.83370928,45.76284973,"338","1583798400000","1","0","629"
8.7505939,45.73649495,"1075","3012106",MORNAGO,VARESE,VA,LOMBARDIA,8.7505939,45.73649495,"1075","1583971200000","1","0","630"
8.87776695,45.62999941,"28","3012108",OLGIATE OLONA,VARESE,VA,LOMBARDIA,8.87776695,45.62999941,"28","1583452800000","1","0","631"
8.87776695,45.62999941,"28","3012108",OLGIATE OLONA,VARESE,VA,LOMBARDIA,8.87776695,45.62999941,"28","1583884800000","1","0","632"
8.87776695,45.62999941,"28","3012108",OLGIATE OLONA,VARESE,VA,LOMBARDIA,8.87776695,45.62999941,"28","1583971200000","1","0","633"
8.69751117,45.95931062,"1262","3012114",PORTO VALTRAVAGLIA,VARESE,VA,LOMBARDIA,8.69751117,45.95931062,"1262","1583452800000","1","0","634"
9.03673965,45.62703901,"1315","3012119",SARONNO,VARESE,VA,LOMBARDIA,9.03673965,45.62703901,"1315","1583020800000","1","0","635"
9.03673965,45.62703901,"1315","3012119",SARONNO,VARESE,VA,LOMBARDIA,9.03673965,45.62703901,"1315","1583366400000","1","0","636"
9.03673965,45.62703901,"1315","3012119",SARONNO,VARESE,VA,LOMBARDIA,9.03673965,45.62703901,"1315","1583452800000","1","0","637"
9.03673965,45.62703901,"1315","3012119",SARONNO,VARESE,VA,LOMBARDIA,9.03673965,45.62703901,"1315","1583539200000","1","0","638"
9.03673965,45.62703901,"1315","3012119",SARONNO,VARESE,VA,LOMBARDIA,9.03673965,45.62703901,"1315","1583712000000","1","0","639"
9.03673965,45.62703901,"1315","3012119",SARONNO,VARESE,VA,LOMBARDIA,9.03673965,45.62703901,"1315","1583798400000","2","0","640"
9.03673965,45.62703901,"1315","3012119",SARONNO,VARESE,VA,LOMBARDIA,9.03673965,45.62703901,"1315","1583884800000","4","0","641"
9.03673965,45.62703901,"1315","3012119",SARONNO,VARESE,VA,LOMBARDIA,9.03673965,45.62703901,"1315","1583971200000","2","0","642"
8.63517419,45.74029796,"1291","3012120",SESTO CALENDE,VARESE,VA,LOMBARDIA,8.63517419,45.74029796,"1291","1583884800000","1","0","643"
8.6988946,45.66909748,"1455","3012123",SOMMA LOMBARDO,VARESE,VA,LOMBARDIA,8.6988946,45.66909748,"1455","1583798400000","1","0","644"
8.6988946,45.66909748,"1455","3012123",SOMMA LOMBARDO,VARESE,VA,LOMBARDIA,8.6988946,45.66909748,"1455","1583971200000","1","0","645"
8.91816885,45.71534693,"17","3012127",TRADATE,VARESE,VA,LOMBARDIA,8.91816885,45.71534693,"17","1583366400000","1","0","646"
8.91816885,45.71534693,"17","3012127",TRADATE,VARESE,VA,LOMBARDIA,8.91816885,45.71534693,"17","1583452800000","1","0","647"
8.99227701,45.60971695,"447","3012130",UBOLDO,VARESE,VA,LOMBARDIA,8.99227701,45.60971695,"447","1582848000000","1","0","648"
8.99227701,45.60971695,"447","3012130",UBOLDO,VARESE,VA,LOMBARDIA,8.99227701,45.60971695,"447","1583798400000","1","0","649"
8.99227701,45.60971695,"447","3012130",UBOLDO,VARESE,VA,LOMBARDIA,8.99227701,45.60971695,"447","1583884800000","1","0","650"
8.81278467,45.82426474,"558","3012133",VARESE,VARESE,VA,LOMBARDIA,8.81278467,45.82426474,"558","1582588800000","1","0","651"
8.81278467,45.82426474,"558","3012133",VARESE,VARESE,VA,LOMBARDIA,8.81278467,45.82426474,"558","1583107200000","1","0","652"
8.81278467,45.82426474,"558","3012133",VARESE,VARESE,VA,LOMBARDIA,8.81278467,45.82426474,"558","1583625600000","1","0","653"
8.81278467,45.82426474,"558","3012133",VARESE,VARESE,VA,LOMBARDIA,8.81278467,45.82426474,"558","1583798400000","3","0","654"
8.90317541,45.73732608,"90","3012136",VENEGONO INFERIORE,VARESE,VA,LOMBARDIA,8.90317541,45.73732608,"90","1583712000000","1","0","655"
8.90317541,45.73732608,"90","3012136",VENEGONO INFERIORE,VARESE,VA,LOMBARDIA,8.90317541,45.73732608,"90","1583798400000","1","0","656"
8.70000291,45.73155628,"217","3012138",VERGIATE,VARESE,VA,LOMBARDIA,8.70000291,45.73155628,"217","1583020800000","1","0","657"
10.17943282,46.21195078,"629","3014066",TIRANO,SONDRIO,SO,LOMBARDIA,10.17943282,46.21195078,"629","1583884800000","1","0","658"
9.65361674,45.49241997,"393","3016053",CARAVAGGIO,BERGAMO,BG,LOMBARDIA,9.65361674,45.49241997,"393","1583971200000","1","0","659"
9.28015106,45.38232113,"657","3015195",SAN GIULIANO MILANESE,MILANO,MI,LOMBARDIA,9.28015106,45.38232113,"657","1582848000000","1","0","660"
9.05717092,45.69487052,"1316","3013028",BREGNANO,COMO,CO,LOMBARDIA,9.05717092,45.69487052,"1316","1583798400000","1","0","661"
9.18249627,45.73935827,"1467","3013029",BRENNA,COMO,CO,LOMBARDIA,9.18249627,45.73935827,"1467","1583020800000","1","0","662"
9.18249627,45.73935827,"1467","3013029",BRENNA,COMO,CO,LOMBARDIA,9.18249627,45.73935827,"1467","1583798400000","1","0","663"
9.09984831,45.82140575,"521","3013032",BRUNATE,COMO,CO,LOMBARDIA,9.09984831,45.82140575,"521","1583539200000","1","0","664"
9.0056535,45.7476302,"1240","3013034",BULGAROGRASSO,COMO,CO,LOMBARDIA,9.0056535,45.7476302,"1240","1583625600000","0","1","665"
9.0056535,45.7476302,"1240","3013034",BULGAROGRASSO,COMO,CO,LOMBARDIA,9.0056535,45.7476302,"1240","1583798400000","1","0","666"
9.04238007,45.72120945,"953","3013036",CADORAGO,COMO,CO,LOMBARDIA,9.04238007,45.72120945,"953","1583366400000","2","0","667"
9.04238007,45.72120945,"953","3013036",CADORAGO,COMO,CO,LOMBARDIA,9.04238007,45.72120945,"953","1583539200000","1","0","668"
9.13979865,45.73936557,"1484","3013041",CANTU`,COMO,CO,LOMBARDIA,9.13979865,45.73936557,"1484","1583712000000","1","0","669"
9.13979865,45.73936557,"1484","3013041",CANTU`,COMO,CO,LOMBARDIA,9.13979865,45.73936557,"1484","1583798400000","2","0","670"
9.29152986,45.84842385,"781","3013042",CANZO,COMO,CO,LOMBARDIA,9.29152986,45.84842385,"781","1582675200000","0","1","671"
9.29152986,45.84842385,"781","3013042",CANZO,COMO,CO,LOMBARDIA,9.29152986,45.84842385,"781","1583366400000","3","0","672"
9.11093947,45.70824,"748","3013046",CARIMATE,COMO,CO,LOMBARDIA,9.11093947,45.70824,"748","1583884800000","1","0","673"
9.19365618,45.71718176,"731","3013048",CARUGO,COMO,CO,LOMBARDIA,9.19365618,45.71718176,"731","1583539200000","1","0","674"
9.19365618,45.71718176,"731","3013048",CARUGO,COMO,CO,LOMBARDIA,9.19365618,45.71718176,"731","1583798400000","1","0","675"
9.0733859,45.75971906,"802","3013053",CASNATE CON BERNATE,COMO,CO,LOMBARDIA,9.0733859,45.75971906,"802","1583452800000","1","0","676"
9.0733859,45.75971906,"802","3013053",CASNATE CON BERNATE,COMO,CO,LOMBARDIA,9.0733859,45.75971906,"802","1583539200000","1","0","677"
9.0733859,45.75971906,"802","3013053",CASNATE CON BERNATE,COMO,CO,LOMBARDIA,9.0733859,45.75971906,"802","1583884800000","1","0","678"
9.24382583,45.83603216,"1407","3013058",CASTELMARTE,COMO,CO,LOMBARDIA,9.24382583,45.83603216,"1407","1583452800000","1","0","679"
9.24382583,45.83603216,"1407","3013058",CASTELMARTE,COMO,CO,LOMBARDIA,9.24382583,45.83603216,"1407","1583971200000","1","0","680"
9.08224291,45.70035952,"1497","3013064",CERMENATE,COMO,CO,LOMBARDIA,9.08224291,45.70035952,"1497","1583020800000","1","0","681"
9.08224291,45.70035952,"1497","3013064",CERMENATE,COMO,CO,LOMBARDIA,9.08224291,45.70035952,"1497","1583452800000","1","0","682"
9.08109022,45.80428988,"219","3013075",COMO,COMO,CO,LOMBARDIA,9.08109022,45.80428988,"219","1583020800000","1","0","683"
9.08109022,45.80428988,"219","3013075",COMO,COMO,CO,LOMBARDIA,9.08109022,45.80428988,"219","1583193600000","1","0","684"
9.08109022,45.80428988,"219","3013075",COMO,COMO,CO,LOMBARDIA,9.08109022,45.80428988,"219","1583366400000","1","0","685"
9.08109022,45.80428988,"219","3013075",COMO,COMO,CO,LOMBARDIA,9.08109022,45.80428988,"219","1583452800000","1","0","686"
9.08109022,45.80428988,"219","3013075",COMO,COMO,CO,LOMBARDIA,9.08109022,45.80428988,"219","1583539200000","1","0","687"
